Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::CustomIntegrator,485,0,266,219,6,0,2,7,0.82%,89,1,1,10,0,58,46,10,46
OpenMM::CustomIntegrator::ComputationInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,3,2
OpenMM::CustomIntegratorProxy,85,1,83,1,26,0,6,12,0.01%,0,1,1,7,0,17,3,0,3
OpenMM::CustomManyParticleForce,524,0,277,247,4,0,1,9,0.89%,92,1,1,6,0,61,53,11,53
OpenMM::CustomManyParticleForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomManyParticleForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,2,2
OpenMM::CustomManyParticleForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomManyParticleForce::ParticleInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomManyParticleForce::ParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomManyParticleForceImpl,323,20,263,40,19,0,4,20,0.15%,61,1,1,19,0,21,9,2,13
OpenMM::CustomManyParticleForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomManyParticleForceProxy,134,0,134,0,42,0,8,14,0.00%,0,1,1,5,0,17,3,0,3
OpenMM::CustomNonbondedForce,616,0,342,275,4,0,1,9,0.80%,89,1,1,9,0,58,50,12,50
OpenMM::CustomNonbondedForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomNonbondedForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,2,2
OpenMM::CustomNonbondedForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomNonbondedForce::InteractionGroupInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomNonbondedForce::ParticleInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomNonbondedForce::PerParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomNonbondedForceImpl,268,18,233,17,22,1,5,18,0.07%,58,1,1,16,0,20,10,2,12
OpenMM::CustomNonbondedForceProxy,147,2,142,4,47,1,9,18,0.03%,0,1,1,5,0,17,3,0,3
OpenMM::CustomTorsionForce,249,0,133,116,3,0,1,2,0.87%,78,1,1,5,0,28,20,4,20
OpenMM::CustomTorsionForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomTorsionForce::TorsionInfo,10,0,10,0,2,0,1,1,0.00%,9,0,0,1,0,2,2,5,2
OpenMM::CustomTorsionForce::TorsionParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomTorsionForceImpl,86,2,82,2,8,0,1,7,0.02%,44,1,1,11,0,17,9,2,9
OpenMM::CustomTorsionForceProxy,72,0,72,0,22,0,4,8,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Discrete1DFunction,42,0,24,18,3,0,1,2,0.75%,42,1,1,1,0,9,7,1,7
OpenMM::Discrete1DFunctionProxy,26,0,26,0,6,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::Discrete2DFunction,62,0,35,27,6,0,1,2,0.77%,42,1,1,2,0,9,7,3,7
OpenMM::Discrete2DFunctionProxy,29,0,29,0,7,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::Discrete3DFunction,68,0,38,30,7,0,1,2,0.79%,42,1,1,2,0,9,7,4,7
OpenMM::Discrete3DFunctionProxy,30,0,30,0,8,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::DrudeForce,203,0,103,100,5,0,1,2,0.97%,66,1,1,4,0,20,12,2,12
OpenMM::DrudeForce::ParticleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,9,2
OpenMM::DrudeForce::ScreenedPairInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::DrudeForceImpl,138,4,131,4,12,0,2,13,0.03%,50,1,1,10,0,18,10,2,10
OpenMM::DrudeForceProxy,50,0,50,0,14,0,3,5,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::DrudeLangevinIntegrator,184,0,93,91,4,0,1,6,0.98%,85,1,1,9,0,29,17,6,17
OpenMM::DrudeLangevinIntegratorProxy,29,0,29,0,7,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::DrudeSCFIntegrator,104,0,64,40,5,0,1,6,0.62%,61,1,1,9,0,21,9,2,9
OpenMM::Force,64,0,38,26,3,0,1,3,0.68%,62,0,0,4,35,8,8,1,8
OpenMM::ForceImpl,51,0,14,37,2,0,1,1,2.64%,0,0,0,4,35,8,8,0,8
OpenMM::ForceValidationResult,538,117,279,142,17,1,2,6,0.51%,89,0,0,8,0,20,20,8,20
OpenMM::GBSAOBCForce,192,0,94,98,3,0,1,2,1.04%,81,1,1,4,0,26,18,6,18
OpenMM::GBSAOBCForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBSAOBCForceImpl,48,0,47,2,4,0,1,4,0.04%,43,1,1,12,0,16,8,2,8
OpenMM::GBSAOBCForceProxy,49,0,49,0,14,0,2,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::GBVIForce,296,6,153,137,3,0,1,2,0.90%,86,1,1,3,0,33,25,9,25
OpenMM::GBVIForce::BondInfo,13,0,13,0,4,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBVIForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBVIForceImpl,177,33,132,13,19,1,3,9,0.10%,55,1,1,12,0,17,9,2,9
OpenMM::GBVIForceProxy,67,2,65,0,20,0,3,6,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::GBVIParameters,461,81,186,194,5,0,1,3,1.04%,89,0,0,4,0,27,27,14,27
OpenMM::HarmonicAngleForce,110,0,59,51,4,0,1,2,0.86%,50,1,1,4,0,16,8,1,8
OpenMM::HarmonicAngleForce::AngleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::HarmonicAngleForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,9,0,17,9,2,9
OpenMM::HarmonicAngleForceProxy,38,0,38,0,10,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::HarmonicBondForce,105,0,57,48,4,0,1,2,0.84%,50,1,1,4,0,16,8,1,8
OpenMM::HarmonicBondForce::BondInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,4,2
OpenMM::HarmonicBondForceImpl,52,0,51,2,3,0,1,2,0.04%,50,1,1,9,0,18,10,2,10
OpenMM::HarmonicBondForceProxy,38,0,38,0,10,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::int2,52,6,37,9,4,0,1,1,0.24%,25,0,0,0,0,8,8,1,8
OpenMM::IntegrateBrownianStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateCustomStepKernel,67,0,15,52,2,0,1,1,3.47%,0,1,1,5,3,14,8,0,9
OpenMM::IntegrateDrudeLangevinStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,6,3,10,4,0,5
OpenMM::IntegrateDrudeSCFStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,6,3,10,4,0,5
OpenMM::IntegrateLangevinStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,5,4,10,4,0,5
OpenMM::IntegrateRPMDStepKernel,40,0,14,26,2,0,1,1,1.86%,0,1,1,5,3,13,7,0,8
OpenMM::IntegrateVariableLangevinStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateVariableVerletStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateVerletStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,5,3,10,4,0,5
OpenMM::Integrator,93,1,40,52,3,0,1,2,1.30%,85,0,0,4,9,12,12,4,12
OpenMM::IntVec,55,6,40,9,4,0,1,1,0.23%,25,0,0,0,0,8,8,1,8
OpenMM::Kernel,76,0,56,20,4,0,1,4,0.36%,75,0,0,2,0,41,41,1,41
OpenMM::KernelFactory,12,0,6,6,2,0,1,1,1.00%,0,0,0,4,14,2,2,0,2
OpenMM::KernelImpl,34,0,22,12,2,0,1,1,0.55%,60,0,0,2,47,5,5,3,5
OpenMM::LangevinIntegrator,129,0,65,64,4,0,1,2,0.98%,77,1,1,6,0,24,12,4,12
OpenMM::LangevinIntegratorProxy,28,1,27,0,7,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::LocalCoordinatesSite,59,0,36,23,5,0,1,4,0.64%,60,1,1,2,0,11,5,4,5
OpenMM::LocalEnergyMinimizer,97,12,65,22,81,10,12,12,0.34%,0,0,0,9,0,1,0,0,1
OpenMM::MonteCarloAnisotropicBarostat,144,0,66,78,3,0,1,1,1.18%,85,1,1,4,0,25,14,7,17
OpenMM::MonteCarloAnisotropicBarostatImpl,128,8,113,7,16,1,3,13,0.06%,65,1,1,12,0,15,7,7,7
OpenMM::MonteCarloAnisotropicBarostatProxy,41,0,41,0,11,0,2,4,0.00%,0,1,1,5,0,17,3,0,3
OpenMM::MonteCarloBarostat,105,0,47,58,3,0,1,1,1.23%,77,1,1,3,0,20,11,4,12
OpenMM::MonteCarloBarostatImpl,96,7,83,6,11,0,1,6,0.07%,65,1,1,12,0,15,7,7,7
OpenMM::MonteCarloBarostatProxy,33,0,33,0,9,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::MonteCarloMembraneBarostat,191,0,81,110,3,0,1,1,1.36%,84,1,1,3,0,27,17,7,19
OpenMM::MonteCarloMembraneBarostatImpl,128,8,113,7,16,1,3,13,0.06%,65,1,1,12,0,15,7,7,7
OpenMM::MonteCarloMembraneBarostatProxy,39,0,39,0,11,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::NonbondedForce,489,6,245,238,5,0,1,7,0.97%,90,1,1,7,0,40,32,15,32
OpenMM::NonbondedForce::ExceptionInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::NonbondedForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::NonbondedForceImpl,262,7,235,21,15,0,2,11,0.09%,67,1,1,11,0,22,9,2,14
OpenMM::NonbondedForceImpl::ErrorFunction,4,0,4,0,0,0,0,0,0.00%,0,0,0,0,1,1,1,0,1
OpenMM::NonbondedForceImpl::EwaldErrorFunction,11,0,11,0,3,0,1,1,0.00%,0,1,1,0,0,3,2,3,2
OpenMM::NonbondedForceProxy,77,0,77,0,23,0,3,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::ObcParameters,465,83,184,198,5,0,1,3,1.08%,90,0,0,4,0,29,29,17,29
OpenMM::OpenCLApplyAndersenThermostatKernel,62,2,48,12,9,0,2,3,0.25%,35,2,1,13,0,13,4,5,4
OpenMM::OpenCLApplyConstraintsKernel,52,0,35,17,6,0,1,2,0.49%,41,2,1,11,0,14,4,3,4
OpenMM::OpenCLApplyMonteCarloBarostatKernel,100,4,70,26,12,0,3,6,0.37%,44,2,1,15,0,15,5,8,5
OpenMM::OpenCLArray,170,0,99,71,5,0,1,3,0.72%,53,0,0,7,0,14,12,6,14
OpenMM::OpenCLBondedUtilities,300,12,247,41,26,0,6,33,0.17%,74,0,0,11,0,13,13,15,13
OpenMM::OpenCLCalcCMAPTorsionForceKernel,135,4,109,22,19,0,3,7,0.20%,47,2,1,18,0,15,5,8,5
OpenMM::OpenCLCalcCustomAngleForceKernel,150,8,118,24,22,0,4,9,0.20%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcCustomBondForceKernel,150,8,118,24,22,0,4,9,0.20%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcCustomCompoundBondForceKernel,319,15,276,28,56,1,9,30,0.10%,50,2,1,21,0,15,5,8,5
OpenMM::OpenCLCalcCustomExternalForceKernel,156,8,124,24,24,0,4,9,0.19%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcCustomGBForceKernel,956,28,890,40,181,4,38,122,0.04%,45,2,1,29,0,15,5,29,5
OpenMM::OpenCLCalcCustomHbondForceKernel,495,25,436,36,90,3,17,52,0.08%,32,2,1,23,0,15,5,19,5
OpenMM::OpenCLCalcCustomManyParticleForceKernel,686,47,592,47,126,5,23,79,0.08%,35,2,1,21,0,15,5,29,5
OpenMM::OpenCLCalcCustomNonbondedForceKernel,498,40,413,47,75,4,15,49,0.11%,57,2,1,30,0,17,7,15,7
OpenMM::OpenCLCalcCustomTorsionForceKernel,150,8,118,24,22,0,4,9,0.20%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcDrudeForceKernel,162,6,132,24,26,0,5,11,0.18%,26,2,1,16,0,15,5,3,5
OpenMM::OpenCLCalcForcesAndEnergyKernel,76,0,48,28,10,0,3,7,0.58%,25,2,1,12,0,14,4,1,4
OpenMM::OpenCLCalcGBSAOBCForceKernel,262,6,232,26,43,1,7,16,0.11%,40,2,1,23,0,15,5,16,5
OpenMM::OpenCLCalcHarmonicAngleForceKernel,90,5,63,22,11,0,2,4,0.35%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCalcHarmonicBondForceKernel,89,4,63,22,11,0,2,4,0.35%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCalcNonbondedForceKernel,757,34,680,43,119,4,21,51,0.06%,42,2,1,34,0,15,5,38,5
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,3,0,6,4,4,4
OpenMM::OpenCLCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,4,2,2,2
OpenMM::OpenCLCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,33,1,1,5,0,4,2,3,2
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::OpenCLCalcNonbondedForceKernel::SyncQueuePostComputation,17,0,17,0,4,0,1,2,0.00%,0,1,1,3,0,4,2,4,2
OpenMM::OpenCLCalcNonbondedForceKernel::SyncQueuePreComputation,16,0,16,0,4,0,1,2,0.00%,0,1,1,2,0,4,2,4,2
OpenMM::OpenCLCalcPeriodicTorsionForceKernel,90,4,64,22,11,0,2,4,0.34%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCalcRBTorsionForceKernel,90,5,63,22,11,0,2,4,0.35%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCompact,49,2,43,4,12,1,2,3,0.09%,25,0,0,5,0,3,3,4,3
OpenMM::OpenCLContext,1797,57,1350,362,14,0,2,47,0.27%,96,0,0,33,0,90,90,70,90
OpenMM::OpenCLContext::ForcePostComputation,12,0,6,6,2,0,1,1,1.00%,0,0,0,0,2,2,2,0,2
OpenMM::OpenCLContext::ForcePreComputation,11,0,6,5,2,0,1,1,0.83%,0,0,0,0,2,2,2,0,2
OpenMM::OpenCLContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,1,2,2,0,2
OpenMM::OpenCLContext::VirtualSiteInfo,61,3,55,3,13,0,3,7,0.05%,41,1,1,6,0,11,4,3,4
OpenMM::OpenCLContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::OpenCLContext::WorkThread,78,0,65,13,6,0,1,2,0.20%,50,0,0,2,0,6,6,7,6
OpenMM::OpenCLDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,13,0,3,1,0,1
OpenMM::OpenCLExpressionUtilities,758,16,695,50,68,1,15,99,0.07%,88,0,0,22,0,17,17,4,17
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder,19,0,19,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::OpenCLFFT3D,370,14,318,38,81,2,13,31,0.12%,48,0,0,9,0,4,3,18,4
OpenMM::OpenCLForceInfo,41,0,26,15,2,0,1,1,0.58%,71,0,0,1,18,7,7,1,7
OpenMM::OpenCLIntegrateBrownianStepKernel,108,10,73,23,15,1,1,5,0.32%,45,2,1,15,0,15,5,7,5
OpenMM::OpenCLIntegrateCustomStepKernel,903,36,786,79,57,2,13,79,0.10%,82,2,1,26,0,33,19,37,19
OpenMM::OpenCLIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,2,0,4,2,6,2
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel,164,14,124,26,26,1,3,6,0.21%,37,2,1,17,0,15,5,7,5
OpenMM::OpenCLIntegrateDrudeSCFStepKernel,175,23,119,31,23,2,2,6,0.26%,50,2,1,22,0,16,6,8,6
OpenMM::OpenCLIntegrateLangevinStepKernel,130,11,93,24,19,1,2,5,0.26%,50,2,1,17,0,15,5,8,5
OpenMM::OpenCLIntegrateRPMDStepKernel,558,41,465,53,45,2,6,18,0.11%,67,2,1,23,0,27,14,20,14
OpenMM::OpenCLIntegrateVariableLangevinStepKernel,147,12,107,28,22,1,3,9,0.26%,58,2,1,17,0,15,5,10,5
OpenMM::OpenCLIntegrateVariableVerletStepKernel,132,12,92,28,20,1,2,7,0.30%,43,2,1,16,0,15,5,6,5
OpenMM::OpenCLIntegrateVerletStepKernel,104,10,69,23,14,1,1,4,0.33%,43,2,1,16,0,15,5,5,5
OpenMM::OpenCLIntegrationUtilities,1063,64,903,99,60,3,12,96,0.11%,83,0,0,26,0,17,17,50,17
OpenMM::OpenCLKernelFactory,99,1,97,1,95,1,45,45,0.01%,0,1,1,80,0,3,1,0,1
OpenMM::OpenCLNonbondedUtilities,816,21,654,145,17,0,4,31,0.22%,89,0,0,18,0,36,36,41,36
OpenMM::OpenCLNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,2,0,18,9,1,9
OpenMM::OpenCLNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,2,0,7,7,6,7
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel,204,7,163,35,15,0,4,11,0.21%,58,2,1,16,0,17,7,10,7
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::BeginComputationTask,24,1,22,1,6,0,2,3,0.05%,0,1,1,6,0,4,2,8,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::FinishComputationTask,39,1,37,1,12,0,3,5,0.03%,0,1,1,8,0,4,2,11,2
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcNonbondedForceKernel,72,0,50,22,4,0,1,2,0.44%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::OpenCLParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcPeriodicTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcRBTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcRBTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParameterSet,224,0,182,42,18,0,5,15,0.23%,63,0,0,7,0,12,12,6,12
OpenMM::OpenCLPlatform,242,4,200,21,8,0,1,6,0.10%,0,1,1,39,0,56,11,0,18
OpenMM::OpenCLPlatform::PlatformData,79,2,76,1,16,0,4,11,0.01%,78,0,0,8,0,5,5,10,5
OpenMM::OpenCLRemoveCMMotionKernel,53,0,42,11,7,0,1,3,0.26%,35,2,1,12,0,13,4,5,4
OpenMM::OpenCLRpmdKernelFactory,10,0,10,0,6,0,2,2,0.00%,0,1,1,9,0,3,1,0,1
OpenMM::OpenCLSort,200,15,136,50,44,4,6,8,0.37%,22,0,0,7,0,3,3,18,3
OpenMM::OpenCLSort::SortTrait,37,0,13,24,2,0,1,1,1.85%,0,0,0,0,3,9,9,0,9
OpenMM::OpenCLUpdateStateDataKernel,333,0,269,64,19,0,3,10,0.24%,40,2,1,15,0,39,20,1,20
OpenMM::OpenCLVirtualSitesKernel,24,0,14,10,2,0,1,1,0.71%,33,2,1,6,0,12,3,1,3
OpenMM::OpenMMException,12,0,12,0,2,0,1,1,0.00%,33,1,1,1,0,4,3,1,3
OpenMM::OutOfPlaneSite,45,0,26,19,4,0,1,1,0.73%,50,1,1,0,0,10,4,3,4
OpenMM::PeriodicTorsionForce,121,0,64,57,4,0,1,2,0.89%,50,1,1,4,0,16,8,1,8
OpenMM::PeriodicTorsionForce::PeriodicTorsionInfo,13,0,13,0,4,0,1,1,0.00%,0,0,0,0,0,2,2,7,2
OpenMM::PeriodicTorsionForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,9,0,17,9,2,9
OpenMM::PeriodicTorsionForceProxy,39,0,39,0,11,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Platform,339,0,168,140,7,0,1,6,0.83%,92,0,0,7,3,38,28,3,38
OpenMM::RBTorsionForce,141,0,75,66,5,0,1,2,0.88%,50,1,1,4,0,16,8,1,8
OpenMM::RBTorsionForce::RBTorsionInfo,18,0,18,0,6,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::RBTorsionForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,9,0,17,9,2,9
OpenMM::RBTorsionForceProxy,40,0,40,0,11,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::RealOpenMM4,58,6,43,9,4,0,1,1,0.21%,25,0,0,0,0,8,8,1,8
OpenMM::RealVec,120,14,85,21,4,0,1,1,0.25%,38,0,0,1,0,18,18,1,18
OpenMM::ReferenceAndersenThermostat,65,13,29,23,8,0,2,5,0.79%,0,0,0,3,0,3,3,0,3
OpenMM::ReferenceAngleBondIxn,172,44,81,47,29,3,2,6,0.58%,0,1,1,3,0,10,4,0,4
OpenMM::ReferenceApplyAndersenThermostatKernel,43,0,32,11,5,0,1,2,0.34%,33,2,1,9,0,13,4,3,4
OpenMM::ReferenceApplyConstraintsKernel,52,0,35,17,4,0,1,2,0.49%,66,2,1,7,0,15,5,3,5
OpenMM::ReferenceApplyMonteCarloBarostatKernel,52,0,28,24,3,0,1,2,0.86%,19,2,1,7,0,15,5,1,5
OpenMM::ReferenceBondForce,83,24,26,33,13,3,1,2,1.27%,0,1,1,2,0,11,3,0,3
OpenMM::ReferenceBondIxn,276,63,99,89,30,4,2,5,0.90%,0,0,0,4,11,6,3,0,6
OpenMM::ReferenceBrownianDynamics,144,32,66,46,21,3,3,11,0.70%,50,1,1,7,0,15,4,3,4
OpenMM::ReferenceCalcAmoebaAngleForceKernel,88,4,63,21,9,0,1,4,0.33%,50,2,1,7,0,15,5,11,5
OpenMM::ReferenceCalcAmoebaBondForceKernel,86,5,60,21,9,0,1,4,0.35%,50,2,1,7,0,15,5,8,5
OpenMM::ReferenceCalcAmoebaGeneralizedKirkwoodForceKernel,235,26,121,88,6,0,1,7,0.73%,88,2,1,7,0,29,19,12,19
OpenMM::ReferenceCalcAmoebaInPlaneAngleForceKernel,91,4,66,21,10,0,1,4,0.32%,50,2,1,7,0,15,5,12,5
OpenMM::ReferenceCalcAmoebaMultipoleForceKernel,385,58,261,66,32,1,2,8,0.25%,57,2,1,17,0,23,10,21,10
OpenMM::ReferenceCalcAmoebaOutOfPlaneBendForceKernel,94,6,67,21,10,0,1,4,0.31%,50,2,1,7,0,15,5,11,5
OpenMM::ReferenceCalcAmoebaPiTorsionForceKernel,85,4,60,21,9,0,1,4,0.35%,44,2,1,7,0,15,5,9,5
OpenMM::ReferenceCalcAmoebaStretchBendForceKernel,89,3,65,21,10,0,1,4,0.32%,43,2,1,7,0,15,5,10,5
OpenMM::ReferenceCalcAmoebaTorsionTorsionForceKernel,106,14,75,17,17,0,3,9,0.23%,54,2,1,8,0,13,4,11,4
