function,cyclomatic,modified,strict,essential,nesting,path_count,path_c_log,bug
OpenMM::OpenCLCalcCustomCompoundBondForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::OpenCLCalcCustomCompoundBondForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::OpenCLCalcCustomCompoundBondForceKernel::initialize,30,30,30,1,2,21150721,7,0
OpenMM::OpenCLCalcCustomCompoundBondForceKernel::OpenCLCalcCustomCompoundBondForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcCustomCompoundBondForceKernel::~OpenCLCalcCustomCompoundBondForceKernel,5,5,5,1,1,16,1,0
OpenMM::OpenCLCalcCustomExternalForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::OpenCLCalcCustomExternalForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::OpenCLCalcCustomExternalForceKernel::initialize,9,9,9,1,2,73,2,0
OpenMM::OpenCLCalcCustomExternalForceKernel::OpenCLCalcCustomExternalForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcCustomExternalForceKernel::~OpenCLCalcCustomExternalForceKernel,3,3,3,1,1,4,1,0
OpenMM::OpenCLCalcCustomGBForceKernel::copyParametersToContext,4,4,4,1,2,6,1,0
OpenMM::OpenCLCalcCustomGBForceKernel::execute,58,58,58,1,3,999999999,11,0
OpenMM::OpenCLCalcCustomGBForceKernel::initialize,122,122,132,5,4,999999999,31,0
OpenMM::OpenCLCalcCustomGBForceKernel::OpenCLCalcCustomGBForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcCustomGBForceKernel::~OpenCLCalcCustomGBForceKernel,11,11,11,1,1,1024,3,0
OpenMM::OpenCLCalcCustomHbondForceKernel::copyParametersToContext,9,9,9,1,3,64,2,0
OpenMM::OpenCLCalcCustomHbondForceKernel::execute,17,17,18,1,3,4040,4,0
OpenMM::OpenCLCalcCustomHbondForceKernel::initialize,52,52,55,4,2,999999999,11,0
OpenMM::OpenCLCalcCustomHbondForceKernel::OpenCLCalcCustomHbondForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcCustomHbondForceKernel::~OpenCLCalcCustomHbondForceKernel,12,12,12,1,1,2048,3,0
OpenMM::OpenCLCalcCustomNonbondedForceKernel::copyParametersToContext,5,5,5,1,2,12,1,0
OpenMM::OpenCLCalcCustomNonbondedForceKernel::execute,12,12,12,1,3,120,2,0
OpenMM::OpenCLCalcCustomNonbondedForceKernel::initialize,19,19,24,1,2,30720,4,0
OpenMM::OpenCLCalcCustomNonbondedForceKernel::initInteractionGroups,48,48,52,6,5,999999999,10,0
OpenMM::OpenCLCalcCustomNonbondedForceKernel::OpenCLCalcCustomNonbondedForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcCustomNonbondedForceKernel::~OpenCLCalcCustomNonbondedForceKernel,7,7,7,1,1,64,2,0
OpenMM::OpenCLCalcCustomTorsionForceKernel::copyParametersToContext,5,5,5,1,2,8,1,0
OpenMM::OpenCLCalcCustomTorsionForceKernel::execute,5,5,5,1,3,7,1,0
OpenMM::OpenCLCalcCustomTorsionForceKernel::initialize,9,9,9,1,2,73,2,0
OpenMM::OpenCLCalcCustomTorsionForceKernel::OpenCLCalcCustomTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcCustomTorsionForceKernel::~OpenCLCalcCustomTorsionForceKernel,3,3,3,1,1,4,1,0
OpenMM::OpenCLCalcDrudeForceKernel::copyParametersToContext,11,11,15,1,3,55,2,0
OpenMM::OpenCLCalcDrudeForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcDrudeForceKernel::initialize,9,9,11,1,3,18,1,0
OpenMM::OpenCLCalcDrudeForceKernel::OpenCLCalcDrudeForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcDrudeForceKernel::~OpenCLCalcDrudeForceKernel,3,3,3,1,1,4,1,0
OpenMM::OpenCLCalcForcesAndEnergyKernel::beginComputation,3,3,3,1,1,4,1,0
OpenMM::OpenCLCalcForcesAndEnergyKernel::finishComputation,7,7,7,1,3,20,1,0
OpenMM::OpenCLCalcForcesAndEnergyKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcForcesAndEnergyKernel::OpenCLCalcForcesAndEnergyKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcGBSAOBCForceKernel::copyParametersToContext,4,4,4,1,2,6,1,0
OpenMM::OpenCLCalcGBSAOBCForceKernel::execute,16,16,16,1,2,387,3,0
OpenMM::OpenCLCalcGBSAOBCForceKernel::initialize,7,7,8,1,2,24,1,0
OpenMM::OpenCLCalcGBSAOBCForceKernel::OpenCLCalcGBSAOBCForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcGBSAOBCForceKernel::~OpenCLCalcGBSAOBCForceKernel,8,8,8,1,1,128,2,0
OpenMM::OpenCLCalcHarmonicAngleForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::OpenCLCalcHarmonicAngleForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcHarmonicAngleForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::OpenCLCalcHarmonicAngleForceKernel::OpenCLCalcHarmonicAngleForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcHarmonicAngleForceKernel::~OpenCLCalcHarmonicAngleForceKernel,2,2,2,1,1,2,0,0
OpenMM::OpenCLCalcHarmonicBondForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::OpenCLCalcHarmonicBondForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcHarmonicBondForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::OpenCLCalcHarmonicBondForceKernel::OpenCLCalcHarmonicBondForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcHarmonicBondForceKernel::~OpenCLCalcHarmonicBondForceKernel,2,2,2,1,1,2,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::copyParametersToContext,16,16,26,1,3,1728,3,0
OpenMM::OpenCLCalcNonbondedForceKernel::execute,15,15,18,1,3,546,3,0
OpenMM::OpenCLCalcNonbondedForceKernel::initialize,47,47,51,1,6,91857888,8,0
OpenMM::OpenCLCalcNonbondedForceKernel::OpenCLCalcNonbondedForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO::getPosq,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO::PmeIO,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO::setForce,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO::~PmeIO,2,2,2,1,1,2,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmePostComputation::computeForceAndEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmePostComputation::PmePostComputation,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmePreComputation::computeForceAndEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::PmePreComputation::PmePreComputation,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getDataSize,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getDataType,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getKeySize,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getKeyType,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getMaxKey,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getMaxValue,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getMinKey,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait::getSortKey,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcNonbondedForceKernel::~OpenCLCalcNonbondedForceKernel,15,15,15,1,1,16384,4,0
OpenMM::OpenCLCalcPeriodicTorsionForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::OpenCLCalcPeriodicTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcPeriodicTorsionForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::OpenCLCalcPeriodicTorsionForceKernel::OpenCLCalcPeriodicTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcPeriodicTorsionForceKernel::~OpenCLCalcPeriodicTorsionForceKernel,2,2,2,1,1,2,0,0
OpenMM::OpenCLCalcRBTorsionForceKernel::copyParametersToContext,4,4,4,1,1,6,1,0
OpenMM::OpenCLCalcRBTorsionForceKernel::execute,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcRBTorsionForceKernel::initialize,3,3,3,1,1,3,0,0
OpenMM::OpenCLCalcRBTorsionForceKernel::OpenCLCalcRBTorsionForceKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLCalcRBTorsionForceKernel::~OpenCLCalcRBTorsionForceKernel,2,2,2,1,1,2,0,0
OpenMM::OpenCLCompact::compactStream,3,3,3,1,1,2,0,0
OpenMM::OpenCLCompact::OpenCLCompact,1,1,1,1,0,1,0,0
OpenMM::OpenCLCompact::~OpenCLCompact,2,2,2,1,1,2,0,0
OpenMM::OpenCLContext::addAutoclearBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::addAutoclearBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::addForce,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::addPostComputation,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::addPreComputation,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::addReorderListener,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::clearAutoclearBuffers,7,7,7,1,1,12,1,0
OpenMM::OpenCLContext::clearBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::clearBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::createProgram,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::createProgram,13,13,14,1,2,1152,3,0
OpenMM::OpenCLContext::doubleToString,3,3,3,1,1,2,0,0
OpenMM::OpenCLContext::executeKernel,3,3,3,1,1,4,1,0
OpenMM::OpenCLContext::findMoleculeGroups,30,30,39,1,6,767709,6,0
OpenMM::OpenCLContext::ForcePostComputation::~ForcePostComputation,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::ForcePreComputation::~ForcePreComputation,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getAtomIndex,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getAtomIndexArray,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getAtomsWereReordered,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getBondedUtilities,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getComputeForceCount,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getContext,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getContextIndex,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getDevice,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getDeviceIndex,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getEnergyBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getExpressionUtilities,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getForce,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getForceBuffers,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getIntegrationUtilities,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getInvPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getInvPeriodicBoxSizeDouble,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getLongForceBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getNonbondedUtilities,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getNumAtomBlocks,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getNumAtoms,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getNumForceBuffers,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getNumThreadBlocks,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPaddedNumAtoms,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPeriodicBoxSizeDouble,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPinnedBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPlatformData,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPlatformIndex,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPosCellOffsets,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPosq,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPosqCorrection,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPostComputations,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getPreComputations,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getQueue,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getReorderListeners,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getSIMDWidth,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getStepCount,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getStepsSinceReorder,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getSupports64BitGlobalAtomics,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getSupportsDoublePrecision,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getTime,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getUseDoublePrecision,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getUseMixedPrecision,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getVelm,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::getWorkThread,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::initialize,9,9,10,1,2,48,2,0
OpenMM::OpenCLContext::intToString,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::invalidateMolecules,18,18,25,3,5,451,3,0
OpenMM::OpenCLContext::OpenCLContext,44,44,57,7,3,56094760,8,0
OpenMM::OpenCLContext::reduceBuffer,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::reduceForces,2,2,2,1,1,2,0,0
OpenMM::OpenCLContext::reorderAtoms,4,4,7,1,1,4,1,0
OpenMM::OpenCLContext::reorderAtomsImpl,22,22,25,1,5,17328,4,0
OpenMM::OpenCLContext::ReorderListener::~ReorderListener,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::replaceStrings,4,4,4,1,3,3,0,0
OpenMM::OpenCLContext::setAtomsWereReordered,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::setComputeForceCount,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::setPeriodicBoxSize,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::setStepCount,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::setStepsSinceReorder,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::setTime,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::VirtualSiteInfo::areGroupsIdentical,5,5,5,5,2,5,1,0
OpenMM::OpenCLContext::VirtualSiteInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::VirtualSiteInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::VirtualSiteInfo::VirtualSiteInfo,7,7,7,1,3,10,1,0
OpenMM::OpenCLContext::WorkTask::~WorkTask,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::WorkThread::addTask,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::WorkThread::flush,2,2,2,1,1,2,0,0
OpenMM::OpenCLContext::WorkThread::isFinished,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::WorkThread::isWaiting,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::WorkThread::ThreadData::ThreadData,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::WorkThread::WorkThread,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::WorkThread::~WorkThread,1,1,1,1,0,1,0,0
OpenMM::OpenCLContext::~OpenCLContext,19,19,19,1,1,262144,5,0
OpenMM::OpenCLDrudeKernelFactory::createKernelImpl,4,4,4,4,1,4,1,0
OpenMM::OpenCLExpressionUtilities::computeFunctionCoefficients,3,3,3,1,1,4,1,0
OpenMM::OpenCLExpressionUtilities::createExpressions,2,2,2,1,1,2,0,0
OpenMM::OpenCLExpressionUtilities::createExpressions,3,3,3,1,1,4,1,0
OpenMM::OpenCLExpressionUtilities::findRelatedPowers,6,6,7,5,2,6,1,0
OpenMM::OpenCLExpressionUtilities::findRelatedTabulatedFunctions,4,4,5,1,2,4,1,0
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder::clone,1,1,1,1,0,1,0,0
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder::evaluate,1,1,1,1,0,1,0,0
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder::evaluateDerivative,1,1,1,1,0,1,0,0
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder::getNumArguments,1,1,1,1,0,1,0,0
OpenMM::OpenCLExpressionUtilities::getTempName,3,3,3,3,2,3,0,0
OpenMM::OpenCLExpressionUtilities::OpenCLExpressionUtilities,1,1,1,1,0,1,0,0
OpenMM::OpenCLExpressionUtilities::processExpression,65,29,68,40,6,2337,3,0
OpenMM::OpenCLFFT3D::createKernel,18,18,18,1,2,146,2,0
OpenMM::OpenCLFFT3D::execFFT,4,4,4,1,0,1,0,0
OpenMM::OpenCLFFT3D::findLegalDimension,6,6,7,4,3,8,1,0
OpenMM::OpenCLFFT3D::OpenCLFFT3D,1,1,1,1,0,1,0,0
OpenMM::OpenCLForceInfo::areGroupsIdentical,1,1,1,1,0,1,0,0
OpenMM::OpenCLForceInfo::areParticlesIdentical,1,1,1,1,0,1,0,0
OpenMM::OpenCLForceInfo::getNumParticleGroups,1,1,1,1,0,1,0,0
OpenMM::OpenCLForceInfo::getParticlesInGroup,1,1,1,1,0,1,0,0
OpenMM::OpenCLForceInfo::getRequiredForceBuffers,1,1,1,1,0,1,0,0
OpenMM::OpenCLForceInfo::OpenCLForceInfo,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateBrownianStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateBrownianStepKernel::execute,5,5,8,1,2,6,1,0
OpenMM::OpenCLIntegrateBrownianStepKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateBrownianStepKernel::OpenCLIntegrateBrownianStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateBrownianStepKernel::~OpenCLIntegrateBrownianStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateCustomStepKernel::computeKineticEnergy,5,5,7,1,2,10,1,0
OpenMM::OpenCLIntegrateCustomStepKernel::createGlobalComputation,9,9,9,1,3,80,2,0
OpenMM::OpenCLIntegrateCustomStepKernel::createPerDofComputation,12,12,12,1,3,192,2,0
OpenMM::OpenCLIntegrateCustomStepKernel::execute,22,22,29,6,4,7166,4,0
OpenMM::OpenCLIntegrateCustomStepKernel::getGlobalVariables,4,4,5,1,2,4,1,0
OpenMM::OpenCLIntegrateCustomStepKernel::getPerDofVariable,8,8,9,1,3,12,1,0
OpenMM::OpenCLIntegrateCustomStepKernel::initialize,2,2,4,1,0,1,0,0
OpenMM::OpenCLIntegrateCustomStepKernel::OpenCLIntegrateCustomStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateCustomStepKernel::prepareForComputation,78,78,98,4,7,999999999,15,0
OpenMM::OpenCLIntegrateCustomStepKernel::recordChangedParameters,7,7,8,1,3,7,1,0
OpenMM::OpenCLIntegrateCustomStepKernel::ReorderListener::execute,10,10,11,1,2,33,2,0
OpenMM::OpenCLIntegrateCustomStepKernel::ReorderListener::ReorderListener,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrateCustomStepKernel::setGlobalVariables,4,4,5,1,2,4,1,0
OpenMM::OpenCLIntegrateCustomStepKernel::setPerDofVariable,8,8,9,1,3,12,1,0
OpenMM::OpenCLIntegrateCustomStepKernel::~OpenCLIntegrateCustomStepKernel,10,10,10,1,1,512,3,0
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel::execute,6,6,8,1,2,18,1,0
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel::initialize,5,5,5,1,1,16,1,0
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel::OpenCLIntegrateDrudeLangevinStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel::~OpenCLIntegrateDrudeLangevinStepKernel,3,3,3,1,1,4,1,0
OpenMM::OpenCLIntegrateDrudeSCFStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateDrudeSCFStepKernel::execute,4,4,5,1,2,6,1,0
OpenMM::OpenCLIntegrateDrudeSCFStepKernel::initialize,3,3,3,1,1,4,1,0
OpenMM::OpenCLIntegrateDrudeSCFStepKernel::minimize,6,6,6,1,2,8,1,0
OpenMM::OpenCLIntegrateDrudeSCFStepKernel::OpenCLIntegrateDrudeSCFStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateDrudeSCFStepKernel::~OpenCLIntegrateDrudeSCFStepKernel,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrateLangevinStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateLangevinStepKernel::execute,5,5,8,1,2,6,1,0
OpenMM::OpenCLIntegrateLangevinStepKernel::initialize,2,2,3,1,0,1,0,0
OpenMM::OpenCLIntegrateLangevinStepKernel::OpenCLIntegrateLangevinStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateLangevinStepKernel::~OpenCLIntegrateLangevinStepKernel,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrateRPMDStepKernel::computeForces,7,7,9,1,3,24,1,0
OpenMM::OpenCLIntegrateRPMDStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateRPMDStepKernel::copyToContext,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrateRPMDStepKernel::createFFT,14,14,14,1,2,52,2,0
OpenMM::OpenCLIntegrateRPMDStepKernel::execute,7,7,9,1,1,64,2,0
OpenMM::OpenCLIntegrateRPMDStepKernel::initialize,18,18,21,1,4,2112,3,0
OpenMM::OpenCLIntegrateRPMDStepKernel::initializeKernels,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrateRPMDStepKernel::OpenCLIntegrateRPMDStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateRPMDStepKernel::setPositions,9,9,9,1,2,48,2,0
OpenMM::OpenCLIntegrateRPMDStepKernel::setVelocities,6,6,7,1,2,16,1,0
OpenMM::OpenCLIntegrateRPMDStepKernel::~OpenCLIntegrateRPMDStepKernel,6,6,6,1,1,32,2,0
OpenMM::OpenCLIntegrateVariableLangevinStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVariableLangevinStepKernel::execute,9,9,10,1,2,16,1,0
OpenMM::OpenCLIntegrateVariableLangevinStepKernel::initialize,2,2,3,1,0,1,0,0
OpenMM::OpenCLIntegrateVariableLangevinStepKernel::OpenCLIntegrateVariableLangevinStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVariableLangevinStepKernel::~OpenCLIntegrateVariableLangevinStepKernel,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrateVariableVerletStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVariableVerletStepKernel::execute,7,7,8,1,2,16,1,0
OpenMM::OpenCLIntegrateVariableVerletStepKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVariableVerletStepKernel::OpenCLIntegrateVariableVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVariableVerletStepKernel::~OpenCLIntegrateVariableVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVerletStepKernel::computeKineticEnergy,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVerletStepKernel::execute,4,4,5,1,2,6,1,0
OpenMM::OpenCLIntegrateVerletStepKernel::initialize,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVerletStepKernel::OpenCLIntegrateVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrateVerletStepKernel::~OpenCLIntegrateVerletStepKernel,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::applyConstraints,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::applyConstraints,23,23,27,5,5,8918,4,0
OpenMM::OpenCLIntegrationUtilities::applyVelocityConstraints,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::computeKineticEnergy,9,9,10,1,3,36,2,0
OpenMM::OpenCLIntegrationUtilities::computeVirtualSites,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrationUtilities::ConstraintOrderer::ConstraintOrderer,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::ConstraintOrderer::operator(),2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrationUtilities::createCheckpoint,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrationUtilities::distributeForcesFromVirtualSites,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrationUtilities::getPosDelta,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::getRandom,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::getStepSize,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::initRandomNumberGenerator,4,4,4,1,2,4,1,0
OpenMM::OpenCLIntegrationUtilities::loadCheckpoint,2,2,2,1,1,2,0,0
OpenMM::OpenCLIntegrationUtilities::OpenCLIntegrationUtilities,103,103,123,19,6,999999999,19,0
OpenMM::OpenCLIntegrationUtilities::prepareRandomNumbers,3,3,3,1,1,3,0,0
OpenMM::OpenCLIntegrationUtilities::ShakeCluster::addAtom,2,2,6,1,1,2,0,0
OpenMM::OpenCLIntegrationUtilities::ShakeCluster::markInvalid,3,3,4,1,2,3,0,0
OpenMM::OpenCLIntegrationUtilities::ShakeCluster::ShakeCluster,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::ShakeCluster::ShakeCluster,1,1,1,1,0,1,0,0
OpenMM::OpenCLIntegrationUtilities::~OpenCLIntegrationUtilities,26,26,26,1,1,33554432,8,0
OpenMM::OpenCLKernelFactory::createKernelImpl,44,44,44,44,2,72,2,0
OpenMM::OpenCLNonbondedUtilities::addArgument,1,1,1,1,0,1,0,0
OpenMM::OpenCLNonbondedUtilities::addInteraction,8,8,8,1,2,68,2,0
OpenMM::OpenCLNonbondedUtilities::addParameter,1,1,1,1,0,1,0,0
