Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::CustomGBForceProxy,126,1,124,1,40,0,9,16,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomHbondForce,585,0,297,288,4,0,1,3,0.97%,90,1,1,7,0,55,46,10,46
OpenMM::CustomHbondForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomHbondForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomHbondForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomHbondForce::GroupInfo,10,0,10,0,2,0,1,1,0.00%,12,0,0,1,0,2,2,4,2
OpenMM::CustomHbondForce::PerPairParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomHbondForceImpl,259,9,229,21,18,0,3,17,0.09%,54,1,1,18,0,21,9,2,11
OpenMM::CustomHbondForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomHbondForceProxy,129,1,127,1,41,0,8,15,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomIntegrator,624,0,339,285,6,0,2,10,0.84%,90,1,1,11,0,69,57,11,57
OpenMM::CustomIntegrator::ComputationInfo,10,0,10,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,3,2
OpenMM::CustomIntegrator::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomIntegratorProxy,95,1,93,1,29,0,8,17,0.01%,0,1,1,5,0,17,3,0,3
OpenMM::CustomIntegratorUtilities,294,26,220,49,34,4,7,26,0.22%,0,0,0,9,0,14,7,0,14
OpenMM::CustomIntegratorUtilities::DerivFunction,17,0,17,0,2,0,1,1,0.00%,0,1,1,0,0,10,5,0,5
OpenMM::CustomManyParticleForce,527,0,278,249,4,0,1,9,0.90%,92,1,1,6,0,62,53,11,53
OpenMM::CustomManyParticleForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomManyParticleForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomManyParticleForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomManyParticleForce::ParticleInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomManyParticleForce::ParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomManyParticleForceImpl,340,20,280,40,21,0,4,20,0.14%,61,1,1,18,0,23,9,2,13
OpenMM::CustomManyParticleForceImpl::FunctionPlaceholder,18,0,18,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::CustomManyParticleForceProxy,124,0,124,0,39,0,8,14,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::CustomNonbondedForce,666,0,373,294,4,0,1,11,0.79%,89,1,1,9,0,62,53,13,53
OpenMM::CustomNonbondedForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomNonbondedForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomNonbondedForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomNonbondedForce::InteractionGroupInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomNonbondedForce::ParticleInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomNonbondedForce::PerParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomNonbondedForceImpl,311,19,273,19,26,1,6,21,0.07%,61,1,1,17,0,23,11,2,13
OpenMM::CustomNonbondedForceProxy,147,2,142,4,47,1,10,20,0.03%,0,1,1,5,0,17,3,0,3
OpenMM::CustomTorsionForce,296,0,157,139,4,0,1,3,0.89%,82,1,1,5,0,33,24,6,24
OpenMM::CustomTorsionForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,2,2
OpenMM::CustomTorsionForce::TorsionInfo,10,0,10,0,2,0,1,1,0.00%,9,0,0,1,0,2,2,5,2
OpenMM::CustomTorsionForce::TorsionParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,0,0,2,2,1,2
OpenMM::CustomTorsionForceImpl,87,2,83,2,8,0,1,7,0.02%,44,1,1,10,0,19,9,2,9
OpenMM::CustomTorsionForceProxy,80,0,80,0,24,0,6,11,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Discrete1DFunction,44,0,24,20,3,0,1,2,0.83%,42,1,1,1,0,9,7,1,7
OpenMM::Discrete1DFunctionProxy,26,0,26,0,6,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::Discrete2DFunction,64,0,35,29,6,0,1,2,0.83%,42,1,1,2,0,9,7,3,7
OpenMM::Discrete2DFunctionProxy,29,0,29,0,7,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::Discrete3DFunction,70,0,38,32,7,0,1,2,0.84%,42,1,1,2,0,9,7,4,7
OpenMM::Discrete3DFunctionProxy,30,0,30,0,8,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::double4,58,6,43,9,4,0,1,1,0.21%,81,0,0,0,0,8,8,4,8
OpenMM::DrudeForce,203,0,103,100,5,0,1,2,0.97%,66,1,1,4,0,21,12,2,12
OpenMM::DrudeForce::ParticleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,9,2
OpenMM::DrudeForce::ScreenedPairInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::DrudeForceImpl,139,4,132,4,12,0,2,13,0.03%,50,1,1,10,0,20,10,2,10
OpenMM::DrudeForceProxy,46,0,46,0,13,0,3,5,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::DrudeLangevinIntegrator,205,0,106,99,4,0,1,6,0.93%,87,1,1,9,0,31,19,7,19
OpenMM::DrudeLangevinIntegratorProxy,29,0,29,0,7,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::DrudeSCFIntegrator,106,0,66,40,5,0,1,6,0.61%,61,1,1,9,0,21,9,2,9
OpenMM::Force,73,0,44,29,3,0,1,3,0.66%,66,0,0,4,37,9,9,1,9
OpenMM::ForceImpl,74,1,25,48,3,0,1,1,1.92%,0,0,0,5,37,10,10,0,10
OpenMM::GayBerneForce,336,0,183,153,6,0,1,5,0.84%,83,1,1,6,0,29,20,7,20
OpenMM::GayBerneForce::ExceptionInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,4,2
OpenMM::GayBerneForce::ParticleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,10,2
OpenMM::GayBerneForceImpl,105,2,101,3,10,0,2,13,0.03%,50,1,1,11,0,19,9,2,9
OpenMM::GayBerneForceProxy,58,0,58,0,17,0,3,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::GBSAOBCForce,194,0,96,98,3,0,1,2,1.02%,81,1,1,5,0,27,18,6,18
OpenMM::GBSAOBCForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBSAOBCForceImpl,49,0,48,2,4,0,1,4,0.04%,43,1,1,11,0,18,8,2,8
OpenMM::GBSAOBCForceProxy,47,0,47,0,13,0,2,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::HarmonicAngleForce,119,0,64,55,4,0,1,2,0.86%,61,1,1,4,0,18,9,2,9
OpenMM::HarmonicAngleForce::AngleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::HarmonicAngleForceImpl,43,0,42,2,3,0,1,2,0.05%,50,1,1,8,0,19,9,2,9
OpenMM::HarmonicAngleForceProxy,40,0,40,0,11,0,2,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::HarmonicBondForce,115,0,63,52,3,0,1,2,0.83%,61,1,1,4,0,18,9,2,9
OpenMM::HarmonicBondForce::BondInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,4,2
OpenMM::HarmonicBondForceImpl,53,0,52,2,4,0,1,2,0.04%,50,1,1,8,0,20,10,2,10
OpenMM::HarmonicBondForceProxy,40,0,40,0,11,0,2,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::int2,52,6,37,9,4,0,1,1,0.24%,25,0,0,0,0,8,8,1,8
OpenMM::IntegrateBrownianStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,4,3,10,4,0,5
OpenMM::IntegrateCustomStepKernel,67,0,15,52,2,0,1,1,3.47%,0,1,1,5,3,14,8,0,9
OpenMM::IntegrateDrudeLangevinStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateDrudeSCFStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateLangevinStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,4,4,10,4,0,5
OpenMM::IntegrateRPMDStepKernel,40,0,14,26,2,0,1,1,1.86%,0,1,1,5,3,13,7,0,8
OpenMM::IntegrateVariableLangevinStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,4,3,10,4,0,5
OpenMM::IntegrateVariableVerletStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,4,3,10,4,0,5
OpenMM::IntegrateVerletStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,4,3,10,4,0,5
OpenMM::Integrator,98,1,45,52,3,0,1,2,1.16%,85,0,0,4,10,12,12,4,12
OpenMM::IntVec,55,6,40,9,4,0,1,1,0.23%,25,0,0,0,0,8,8,1,8
OpenMM::Kernel,78,0,58,20,4,0,1,4,0.34%,78,0,0,1,0,47,47,1,47
OpenMM::KernelFactory,12,0,6,6,2,0,1,1,1.00%,0,0,0,3,14,2,2,0,2
OpenMM::KernelImpl,34,0,22,12,2,0,1,1,0.55%,60,0,0,1,50,5,5,3,5
OpenMM::LangevinIntegrator,131,0,67,64,4,0,1,3,0.96%,77,1,1,6,0,24,12,4,12
OpenMM::LangevinIntegratorProxy,28,1,27,0,7,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::LocalCoordinatesSite,134,0,86,48,7,0,2,7,0.56%,71,1,1,3,0,19,13,4,13
OpenMM::LocalEnergyMinimizer,110,14,74,24,94,12,14,14,0.32%,0,0,0,9,0,1,0,0,1
OpenMM::MonteCarloAnisotropicBarostat,153,0,70,83,3,0,1,1,1.19%,86,1,1,3,0,27,14,7,18
OpenMM::MonteCarloAnisotropicBarostatImpl,131,8,116,7,16,1,3,13,0.06%,65,1,1,13,0,17,7,7,7
OpenMM::MonteCarloAnisotropicBarostatProxy,41,0,41,0,11,0,2,4,0.00%,0,1,1,5,0,17,3,0,3
OpenMM::MonteCarloBarostat,114,0,51,63,3,0,1,1,1.24%,78,1,1,2,0,22,11,4,13
OpenMM::MonteCarloBarostatImpl,101,7,88,6,12,0,2,6,0.07%,65,1,1,13,0,17,7,7,7
OpenMM::MonteCarloBarostatProxy,33,0,33,0,9,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::MonteCarloMembraneBarostat,200,0,85,115,3,0,1,1,1.35%,85,1,1,2,0,29,17,7,20
OpenMM::MonteCarloMembraneBarostatImpl,131,8,116,7,16,1,3,13,0.06%,65,1,1,13,0,17,7,7,7
OpenMM::MonteCarloMembraneBarostatProxy,39,0,39,0,11,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::NonbondedForce,566,6,276,284,5,0,1,9,1.03%,91,1,1,7,0,45,36,19,36
OpenMM::NonbondedForce::ExceptionInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::NonbondedForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::NonbondedForceImpl,279,7,252,21,14,0,2,11,0.08%,65,1,1,11,0,26,11,2,16
OpenMM::NonbondedForceImpl::ErrorFunction,4,0,4,0,0,0,0,0,0.00%,0,0,0,0,1,1,1,0,1
OpenMM::NonbondedForceImpl::EwaldErrorFunction,11,0,11,0,3,0,1,1,0.00%,0,1,1,0,0,3,2,3,2
OpenMM::NonbondedForceProxy,86,0,86,0,26,0,3,6,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::ObcParameters,465,83,184,198,5,0,1,3,1.08%,91,0,0,3,0,31,31,17,31
OpenMM::OpenCLApplyAndersenThermostatKernel,62,2,48,12,9,0,2,3,0.25%,35,2,1,12,0,13,4,5,4
OpenMM::OpenCLApplyConstraintsKernel,52,0,35,17,6,0,1,2,0.49%,41,2,1,10,0,14,4,3,4
OpenMM::OpenCLApplyMonteCarloBarostatKernel,106,4,76,26,13,0,3,6,0.34%,40,2,1,14,0,15,5,9,5
OpenMM::OpenCLArray,170,0,99,71,5,0,1,3,0.72%,53,0,0,5,0,14,12,6,14
OpenMM::OpenCLBondedUtilities,351,13,288,50,28,0,7,38,0.17%,82,0,0,9,0,15,15,17,15
OpenMM::OpenCLCalcCMAPTorsionForceKernel,168,4,142,22,20,0,3,7,0.15%,51,2,1,16,0,15,5,9,5
OpenMM::OpenCLCalcCMAPTorsionForceKernel::ForceInfo,29,0,29,0,6,0,1,1,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcCustomAngleForceKernel,189,8,157,24,24,0,5,11,0.15%,53,2,1,18,0,15,5,9,5
OpenMM::OpenCLCalcCustomAngleForceKernel::ForceInfo,29,0,29,0,6,0,1,3,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcCustomBondForceKernel,188,8,156,24,24,0,5,11,0.15%,53,2,1,18,0,15,5,9,5
OpenMM::OpenCLCalcCustomBondForceKernel::ForceInfo,28,0,28,0,5,0,1,3,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcCustomCentroidBondForceKernel,514,21,462,34,85,2,14,50,0.07%,46,2,1,17,0,15,5,20,5
OpenMM::OpenCLCalcCustomCentroidBondForceKernel::ForceInfo,42,0,42,0,9,0,2,7,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcCustomCompoundBondForceKernel,358,15,315,28,59,1,9,31,0.09%,53,2,1,18,0,15,5,9,5
OpenMM::OpenCLCalcCustomCompoundBondForceKernel::ForceInfo,24,0,24,0,4,0,1,3,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcCustomCVForceKernel,224,22,170,32,33,2,5,10,0.19%,42,2,1,17,0,15,5,14,5
OpenMM::OpenCLCalcCustomCVForceKernel::ReorderListener,15,0,15,0,4,0,1,2,0.00%,0,1,1,3,0,4,2,2,2
OpenMM::OpenCLCalcCustomExternalForceKernel,192,8,160,24,24,0,4,9,0.15%,53,2,1,18,0,15,5,9,5
OpenMM::OpenCLCalcCustomExternalForceKernel::ForceInfo,31,0,31,0,12,0,3,5,0.00%,0,1,1,2,0,9,2,2,2
OpenMM::OpenCLCalcCustomGBForceKernel,1163,28,1096,42,216,4,49,167,0.04%,51,2,1,25,0,15,5,34,5
OpenMM::OpenCLCalcCustomGBForceKernel::ForceInfo,30,0,30,0,5,0,1,3,0.00%,19,1,1,2,0,12,5,1,5
OpenMM::OpenCLCalcCustomHbondForceKernel,571,25,512,36,89,3,17,52,0.07%,38,2,1,20,0,15,5,20,5
OpenMM::OpenCLCalcCustomHbondForceKernel::ForceInfo,75,0,75,0,14,0,3,11,0.00%,19,1,1,2,0,12,5,1,5
OpenMM::OpenCLCalcCustomManyParticleForceKernel,725,47,631,47,127,5,23,79,0.07%,38,2,1,19,0,15,5,30,5
OpenMM::OpenCLCalcCustomManyParticleForceKernel::ForceInfo,32,0,32,0,5,0,1,4,0.00%,19,1,1,2,0,12,5,1,5
OpenMM::OpenCLCalcCustomNonbondedForceKernel,582,40,497,47,82,4,16,54,0.09%,60,2,1,27,0,17,7,18,7
OpenMM::OpenCLCalcCustomNonbondedForceKernel::ForceInfo,44,0,44,0,7,0,2,5,0.00%,40,1,1,2,0,12,5,2,5
OpenMM::OpenCLCalcCustomTorsionForceKernel,190,8,158,24,24,0,5,11,0.15%,53,2,1,18,0,15,5,9,5
OpenMM::OpenCLCalcCustomTorsionForceKernel::ForceInfo,30,0,30,0,6,0,1,3,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcDrudeForceKernel,162,6,132,24,26,0,5,11,0.18%,26,2,1,15,0,15,5,3,5
OpenMM::OpenCLCalcForcesAndEnergyKernel,66,0,38,28,7,0,2,4,0.74%,25,2,1,8,0,14,4,1,4
OpenMM::OpenCLCalcGayBerneForceKernel,475,24,418,33,59,2,9,20,0.08%,37,2,1,19,0,16,6,33,6
OpenMM::OpenCLCalcGayBerneForceKernel::ForceInfo,51,0,51,0,9,0,1,4,0.00%,0,1,1,2,0,12,5,1,5
OpenMM::OpenCLCalcGayBerneForceKernel::ReorderListener,10,0,10,0,2,0,1,1,0.00%,0,1,1,1,0,4,2,1,2
OpenMM::OpenCLCalcGBSAOBCForceKernel,275,6,245,27,43,1,7,16,0.11%,42,2,1,21,0,15,5,18,5
OpenMM::OpenCLCalcGBSAOBCForceKernel::ForceInfo,13,0,13,0,4,0,1,1,0.00%,0,1,1,1,0,9,2,1,2
OpenMM::OpenCLCalcHarmonicAngleForceKernel,120,5,93,22,11,0,2,4,0.24%,56,2,1,14,0,15,5,6,5
OpenMM::OpenCLCalcHarmonicAngleForceKernel::ForceInfo,26,0,26,0,5,0,1,1,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcHarmonicBondForceKernel,118,4,92,22,11,0,2,4,0.24%,56,2,1,14,0,15,5,6,5
OpenMM::OpenCLCalcHarmonicBondForceKernel::ForceInfo,25,0,25,0,5,0,1,1,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcNonbondedForceKernel,1090,38,990,62,121,3,21,63,0.06%,57,2,1,31,0,19,7,61,7
OpenMM::OpenCLCalcNonbondedForceKernel::ForceInfo,31,0,31,0,5,0,1,1,0.00%,0,1,1,2,0,12,5,1,5
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,4,0,6,4,4,4
OpenMM::OpenCLCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,4,2,2,2
OpenMM::OpenCLCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,33,1,1,5,0,4,2,3,2
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::OpenCLCalcNonbondedForceKernel::SyncQueuePostComputation,29,0,29,0,6,0,1,3,0.00%,13,1,1,6,0,5,3,5,3
OpenMM::OpenCLCalcNonbondedForceKernel::SyncQueuePreComputation,16,0,16,0,4,0,1,2,0.00%,0,1,1,3,0,4,2,2,2
OpenMM::OpenCLCalcPeriodicTorsionForceKernel,121,4,95,22,11,0,2,4,0.23%,56,2,1,14,0,15,5,6,5
OpenMM::OpenCLCalcPeriodicTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCalcRBTorsionForceKernel,121,5,94,22,11,0,2,4,0.23%,56,2,1,14,0,15,5,6,5
OpenMM::OpenCLCalcRBTorsionForceKernel::ForceInfo,27,0,27,0,5,0,1,1,0.00%,0,1,1,2,0,11,4,1,4
OpenMM::OpenCLCompact,49,2,43,4,12,1,2,3,0.09%,25,0,0,5,0,3,3,4,3
OpenMM::OpenCLContext,1981,59,1496,399,14,0,3,51,0.27%,96,0,0,31,0,101,101,78,101
OpenMM::OpenCLContext::ForcePostComputation,12,0,6,6,2,0,1,1,1.00%,0,0,0,0,2,2,2,0,2
OpenMM::OpenCLContext::ForcePreComputation,11,0,6,5,2,0,1,1,0.83%,0,0,0,0,2,2,2,0,2
OpenMM::OpenCLContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,3,2,2,0,2
OpenMM::OpenCLContext::VirtualSiteInfo,61,3,55,3,13,0,3,7,0.05%,41,1,1,6,0,11,4,3,4
OpenMM::OpenCLContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::OpenCLContext::WorkThread,78,0,65,13,6,0,1,2,0.20%,50,0,0,1,0,6,6,7,6
OpenMM::OpenCLDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,12,0,3,1,0,1
OpenMM::OpenCLExpressionUtilities,808,18,738,56,66,1,15,113,0.08%,85,0,0,21,0,14,14,5,14
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder,19,0,19,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::OpenCLFFT3D,370,14,318,38,81,2,13,31,0.12%,48,0,0,10,0,4,3,18,4
OpenMM::OpenCLForceInfo,41,0,26,15,2,0,1,1,0.58%,71,0,0,0,20,7,7,1,7
OpenMM::OpenCLIntegrateBrownianStepKernel,108,10,73,23,15,1,1,5,0.32%,45,2,1,14,0,15,5,7,5
OpenMM::OpenCLIntegrateCustomStepKernel,1068,52,924,92,53,2,12,90,0.10%,82,2,1,30,0,31,17,59,17
OpenMM::OpenCLIntegrateCustomStepKernel::DerivFunction,20,0,20,0,2,0,1,1,0.00%,40,1,1,1,0,10,5,2,5
OpenMM::OpenCLIntegrateCustomStepKernel::GlobalTarget,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::OpenCLIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,3,0,4,2,6,2
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel,184,16,141,27,30,1,3,8,0.19%,37,2,1,17,0,15,5,8,5
OpenMM::OpenCLIntegrateDrudeSCFStepKernel,175,23,119,31,23,2,2,6,0.26%,50,2,1,22,0,16,6,8,6
OpenMM::OpenCLIntegrateLangevinStepKernel,126,11,89,24,19,1,2,5,0.27%,50,2,1,14,0,15,5,8,5
OpenMM::OpenCLIntegrateRPMDStepKernel,558,41,465,53,45,2,6,18,0.11%,62,2,1,22,0,25,12,20,12
OpenMM::OpenCLIntegrateVariableLangevinStepKernel,140,12,100,28,21,1,2,7,0.28%,58,2,1,14,0,15,5,10,5
OpenMM::OpenCLIntegrateVariableVerletStepKernel,125,12,85,28,18,1,2,7,0.33%,43,2,1,13,0,15,5,6,5
OpenMM::OpenCLIntegrateVerletStepKernel,90,10,55,23,12,1,1,2,0.42%,40,2,1,13,0,15,5,4,5
OpenMM::OpenCLIntegrationUtilities,1126,64,960,106,56,2,11,99,0.11%,83,0,0,26,0,17,17,54,17
OpenMM::OpenCLKernelFactory,105,1,103,1,101,1,48,48,0.01%,0,1,1,84,0,3,1,0,1
OpenMM::OpenCLNonbondedUtilities,956,20,776,163,20,0,5,40,0.21%,88,0,0,20,0,37,37,43,37
OpenMM::OpenCLNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,2,0,18,9,1,9
OpenMM::OpenCLNonbondedUtilities::KernelSet,11,0,11,0,0,0,0,0,0.00%,0,0,0,1,0,0,0,10,0
OpenMM::OpenCLNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,1,0,7,7,6,7
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel,204,7,163,35,15,0,4,11,0.21%,58,2,1,15,0,17,7,10,7
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::BeginComputationTask,24,1,22,1,6,0,2,3,0.05%,0,1,1,6,0,4,2,8,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::FinishComputationTask,39,1,37,1,12,0,3,5,0.03%,0,1,1,8,0,4,2,11,2
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcNonbondedForceKernel,96,0,58,38,4,0,1,2,0.66%,42,2,1,10,0,19,7,2,7
OpenMM::OpenCLParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::OpenCLParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
