hash,time,message
b9b7b40,2011-01-31 21:34:04,Simplified constraint code.  In the process  this fixed a bug that caused bubbles to appear in water when running on Fermi GPUs.
9294047,2011-01-31 21:47:25,Fix for GbsaObc Born force w/ cutoffs
3ec0d90,2011-02-01 00:27:17,Bug fix on AMD GPUs.
6f4944e,2011-02-01 01:39:22,Test case was crashing if the neighbor list needed to be resized
b2c2898,2011-02-01 18:30:19,Fixed bug on AMD processors
a3b1009,2011-02-02 17:39:21,Modified OpenMMSerialization lib names for different OSs
00874c4,2011-02-02 18:41:20,Thread count for kReduceObcGbsaBornForces_kernel/kReduceGbviBornForces_kernel were too low for some systems/boards
b3ee3b6,2011-02-03 18:49:31,Eliminated the potential for initialization order problems
cd1223d,2011-02-04 02:05:05,Initialize the positions and velocities of padding atoms to avoid the possibility of NaNs.
5b5ddfb,2011-02-04 22:58:50,Began updating manual for 3.0
ffcf55d,2011-02-07 19:55:50,Fixed a bug that caused platforms to be registered twice if another plugin linked to them
0fe5c90,2011-02-11 16:55:50,PME fixes Converted CUDAStream SysStream[0] and DevStream[0] references to SysData & Devdata
45cc793,2011-02-11 21:19:34,Fix for PME energy
25ce166,2011-02-15 21:35:23,Minor bug fix for kCalculateAmoebaCudaElectrostatic Modified cudaLoadCudaFloatArray() call Minor optimizations
b77ab69,2011-02-16 01:32:12,OutOfPlaneBend force fix
bfb3625,2011-02-16 17:58:08,Refinement of Out-of-plane-bend angle calculation
e34f0b3,2011-02-18 18:35:31,Fixed Linux compilation error.  Since dlopen() doesn't support RTLD_FIRST on Linux  both plugin initializer functions are now mandatory.
675d1c1,2011-02-22 17:28:32,Added const to signature for input vectors
8b2fd81,2011-02-22 17:29:10,Added const to signature for input vectors
ccbdedd,2011-02-22 20:08:24,Fix for gcc 4.4 -- removed sprintf()
abb1905,2011-02-23 01:30:15,Build universal binaries on OS X
65b9d0b,2011-02-26 00:03:42,Python API wrappers are now part of OpenMM
dc4d96f,2011-02-26 01:06:13,Cleaning up Python wrappers
a4d0fec,2011-02-28 18:55:52,Remove reference to stderr
b9615e4,2011-02-28 21:18:49,Removed fprintf references
076f8d7,2011-02-28 21:35:32,Renamed simtk.chem.openmm to simtk.openmm
e49bc83,2011-02-28 21:35:33,Renamed simtk.chem.openmm to simtk.openmm
5a02c53,2011-02-28 22:04:52,Removed references to FILE for gcc 4.4.x
626a504,2011-02-28 22:16:20,Remove fopen() references
ce6b549,2011-02-28 22:40:42,Mods for gcc 4.4.x
0304bce,2011-02-28 23:02:52,Fix for gcc 4.4.x
0139d9b,2011-02-28 23:06:00,Remove reference to backdoor serialization
f4c6e59,2011-03-01 01:05:15,Bug fix to python wrappers
05199af,2011-03-01 01:47:38,Fix for gcc 4.4.x
5a6ece0,2011-03-03 00:53:51,Add optimization to possibly speed up units code.
09f5cb4,2011-03-03 01:39:22,Cache some units results for better performance.
0de92fd,2011-03-03 22:23:29,Fixed round-off error that occasionally caused errors in the neighbor list
c7a1ae8,2011-03-03 23:04:04,Modified number of threeads used in Born sum reduction
1ef1612,2011-03-03 23:53:25,Use Peter's modified quantity.py Change doctests to reflect better preservation of tuples in collections of collections. Note that outer container is still converted to list...
551eb60,2011-03-04 18:33:31,Fixed bug in shared memory indexing for CustomNonbondedForce
a84a299,2011-03-05 00:20:54,Fixed bugs in CMAPTorsionForce
b66af9a,2011-03-05 01:07:31,More updates to the manual  particularly adding the section on the Python API
5adaa15,2011-03-07 15:03:55,Only call kCalculateCMAPTorsionForces() if numTorsions > 0
47ab0a6,2011-03-08 01:25:41,Optimizations to unit conversion
c3c84a2,2011-03-09 01:05:20,Further optimizations to unit code
0644bdd,2011-03-11 00:36:28,Updated build script to require CMake 2.8  since CMAKE_OSX_DEPLOYMENT_TARGET is not supported on 2.6.
ee78f1e,2011-03-11 23:06:06,Fixed compilation errors on Windows
1db8640,2011-03-12 00:22:50,Further optimizations to units code
3b85956,2011-03-14 17:23:44,Fixed compilation errors in debug mode
7a8c2fe,2011-03-14 20:00:57,Further updates to the manual for 3.0
398f060,2011-03-16 20:50:05,Beginning of OpenMM Developer Guide
5147560,2011-03-16 23:11:02,Deleted lots of obsolete code
8086b20,2011-03-17 21:23:02,"Further cleanup to reference platform - mostly deleting lots of unnecessary ""default return"" values"
524e843,2011-03-18 18:57:36,Intermediate update
cef4663,2011-03-18 22:18:44,Update
a82ce98,2011-03-18 23:43:20,Completed first draft of developer guide
524bf8c,2011-03-18 23:44:20,Minor improvements to Doxygen comments
17ab416,2011-03-21 15:11:01,Include files added for gcc 4.3
1e06304,2011-03-21 15:34:17,Include files for gcc 4.3
2b475dd,2011-03-21 21:34:15,Python System objects can be pickled
7d4b549,2011-03-22 18:59:19,Trying to use an Integrator for multiple Contexts produces an exception
017e60c,2011-03-22 20:23:43,Disabled compiler optimizations for integrator kernels  since they caused excessive error on Fermi
c12bac0,2011-03-22 20:39:12,Removed debugging code that accidentally got left in
0b77a95,2011-03-22 22:12:47,Fix for wrapper flag
7a77b37,2011-03-22 23:42:46,Filled in some gaps in the documentation on building from source
1a50d0c,2011-03-22 23:51:31,Updated version number to 3.0
2c39cb5,2011-03-23 18:26:35,Cleaning up Python build process
986d393,2011-03-23 18:51:26,Minor updates to developer guide
65c025a,2011-03-23 21:12:27,Fixed some uninitialized pointers
adb5374,2011-03-23 22:52:14,Update to benchmarks and Amoeba plugin documentation
b4fd851,2011-03-25 00:12:49,Fix for particles w/o multipole axis (e.g. ions)
29c0977,2011-03-25 00:13:24,Fix for particles w/o multipole axis (e.g. ions) -This line  and th -se below  will be ignored--
9298d00,2011-03-25 00:19:56,Fix for particles w/o multipole axis (e.g. ions) -This line  and th -se below  will be ignored--
c2fd951,2011-03-26 00:43:50,Added missing registerPlatforms() functions to plugins
80ae6d4,2011-03-26 01:16:00,Update for Amoeba
dd21859,2011-03-27 06:27:10,Remove nonbondElectrostaticThreadsPerBlock  energyOutputBuffers Set nonbondThreadsPerBlock to gpu->sim.nonbond_threads_per_block
8d3d9af,2011-03-27 08:53:32,Temp fix for Vdw w/ cutoff
0dd63d0,2011-03-28 17:33:37,Thread block sizes were initialized incorrectly
09ae36b,2011-03-29 00:19:59,Turn off debugging code
5ecd467,2011-03-29 00:24:25,Minor updates to the manual
4614fe2,2011-03-29 16:05:11,Output changed to 'Done' if test passes to be consistent w/ other OpenMM unit tests
b0cedd8,2011-03-29 16:05:35,Output changed to 'Done' if test passes to be consistent w/ other OpenMM unit tests
fff7aa0,2011-03-29 16:06:02,Turn off logging
74e2ca7,2011-03-29 17:20:20,Cleanup
2e3c5dc,2011-03-29 21:58:24,Update Amoeba chapter w/ benchmarks
ee3a110,2011-03-30 01:09:45,Amoeba plugin update
6dd461c,2011-03-30 16:09:09,Update to Amoeba chapter
2421402,2011-03-30 16:47:53,Update to Amoeba chapter
1bdd330,2011-03-30 16:58:03,Added message regarding issue w/ disulfide bonds
2329175,2011-03-30 17:40:23,Created PDF versions of Users Guide and Developer Guide
ea78834,2011-03-30 18:47:49,Updated Doxyfile to document XmlSerializer
a2dc3e2,2011-03-31 14:21:18,Added #ifdef guard around output log
e0741f7,2011-03-31 16:05:17,Removed logging output
c4dae21,2011-03-31 19:22:36,Modify thread setting kCalculateAmoebaCudaMutualInducedField and kCalculateAmoebaCudaFixedEField Add logging guards
80c4976,2011-03-31 21:16:23,Updated version number and date in README file
761d7e1,2011-04-07 00:24:22,Removal of limitation for 'long-range in sequence' covalent bonds Reduced memory footprint
41abd9f,2011-04-07 16:35:40,Fix for isolated ions
101f206,2011-04-07 17:19:07,Added loop over particles for torque mapping
1aff5bc,2011-04-07 18:24:56,Torques now mapped to forces only once per force calculation
959f2fa,2011-04-08 16:55:10,Added $ENV{AMDAPPSDKROOT} to the list of locations to look for OpenCL.
b1dc92c,2011-04-08 17:41:41,Added support for polarization type='direct' option WCA force now written directly to cuda.force4 array
1beac75,2011-04-08 18:29:03,Mods associated w/ polarization type parameter
6bad9d4,2011-04-08 20:22:19,Removal of several arrays no longer needed
be73754,2011-04-08 20:51:49,Added cudaMemcpy for initialization of induced dipoles
64b6755,2011-04-08 22:18:12,Debug guard around call to kReduceForces
82a90aa,2011-04-13 00:07:55,Added missing export for Windows
d455952,2011-04-13 17:35:28,Remove __mul24 calls
af4d503,2011-04-13 23:06:36,Minor optimizations
8a331fb,2011-04-20 19:47:32,Direct space optimizations
b54d7c6,2011-04-21 21:14:42,Modified thread count for several kernels
e861abb,2011-04-21 22:55:36,Began implementing multi-GPU support
c8526df,2011-04-22 17:08:16,Checked in a file that got missed in the last checkin
648d38d,2011-04-22 17:27:18,Removed padding to eliminate shared bank conflicts
5a89d51,2011-04-22 21:10:53,Continuing to implement multi-GPU support
b51a1b3,2011-04-23 00:05:17,Continuing to implement multi-GPU support
6e3526b,2011-04-26 17:26:09,Use a separate host thread for each device
dd352ee,2011-04-26 21:23:45,Added dynamic load balancing between GPUs
cb75edd,2011-04-28 21:10:21,Added pthreads library for Windows.  Fixed other errors and warnings under Windows.
f9dc3dd,2011-04-28 22:12:14,Bug fix
80eb063,2011-04-29 00:22:10,Reduced number of force buffers to one per work group.  Increased work group size for nonbonded interactions.
f631eca,2011-04-29 20:56:22,Sum forces from different contexts on the GPU instead of the CPU
5a9897b,2011-05-04 18:43:18,Minor optimizations to data transfer between GPUs
c56b480,2011-05-04 19:11:42,Fix to the previous checkin (which broke load balancing)
a7b68da,2011-05-04 22:42:13,Very minor optimizations
f6ae2e9,2011-05-04 22:53:01,Fixed CMake error on Windows
e68471e,2011-05-04 23:02:36,Use the preinstalled cl.hpp if it's available
13ef0ee,2011-05-09 18:27:43,Optimizations on AMD suggested by Tony Tye
7943a33,2011-05-09 22:20:35,Restructured the use of force buffers in a new way that hopefully really works everywhere.
68446fd,2011-05-10 16:37:48,Zero force contribution if index i or j > no. particles
72dc8df,2011-05-12 22:46:48,Optimized communication between GPUs by using pinned memory
798e651,2011-05-17 20:50:28,Fixed a mistake in the Python installation instructions
5b1faed,2011-05-18 17:41:23,Fixed incorrect abbreviations for charge units
9eb0076,2011-05-20 21:13:02,Updated installation instructions and directory names  e.g.  for the examples.
3337252,2011-05-20 23:01:48,Bug fix: State.getParameters() always returned None
3f47b96,2011-05-24 18:17:41,Removed inappropriate -m32 compilation flag
825d4eb,2011-05-24 20:57:21,Added text recommending users download the CVS development version and not the 0.6 version of gccxml from the gccxml website.
2061fbb,2011-05-25 00:25:11,Store references to the System and Integrator inside the Context so they don't get garbage collected
92766e8,2011-05-25 23:36:58,Added missing const qualifier
839ab51,2011-05-27 18:46:53,Optimization to improve cache coherency in charge spreading kernel
18a837c,2011-06-01 00:36:02,Initial implementation of RPMD plugin
35a4b15,2011-06-03 21:21:12,Created default constructor for State
f01dc8d,2011-06-10 15:23:36,Bug fix for MI calculation
3883977,2011-06-13 18:28:36,Fixed bug where angles at 180 degrees would sometimes produce nans
a2674e8,2011-06-17 19:14:35,Mods for GB/VI switching of Born radii
d236520,2011-06-17 20:06:27,Update to files corruptedd in r2814
9c4717f,2011-06-17 20:07:45,Update to files corrupted in r2814
150134f,2011-06-17 20:17:25,Update to files corrupted in r2814
8ca6650,2011-06-17 20:22:02,Update to files corrupted in r2814
3ed430c,2011-06-17 21:04:36,Add switch for GB/VI Born radi calculation
fdf9b4a,2011-06-17 21:14:17,Added flag to Context::getState() to enforce periodic boundary conditions
9f700f0,2011-06-17 21:37:13,Added the enforcePeriodicBox flag to the Python wrapper
2b1b486,2011-06-17 22:45:29,Added the enforcePeriodicBox flag to the C and Fortran wrappers
47e03b0,2011-06-17 22:54:19,Continuing reference implementation of RPMD
6c15e60,2011-06-24 19:53:30,Added Born radii switching for GBVI
643ea90,2011-06-24 19:54:10,Added test for GBVIForce w/ Born radii switching
c1bdee1,2011-06-24 23:42:35,Added missing Born radii switching derivative
44bfd16,2011-06-27 20:06:08,Added Integrator::stateChanged()
4a1e968,2011-06-28 20:59:29,Optimzations and bug fix for mapping of torque to force for small molecules
cd93e5e,2011-06-29 00:05:26,Give a proper error message if the user tries to create a context with no particles
548efdf,2011-07-01 17:43:27,Removed amoebaGpu.psWorkUnit stream Fixed problem w/ AmoebaVdwForce.areParticlesIdentical() that was preventing particles from being reordered
ec3ee58,2011-07-05 17:54:06,Implemented faster version of charge spreading on GPUs that support 64 bit atomics
ac6ab5b,2011-07-05 18:33:10,Fixed error when using Nvidia GPU on Apple's OpenCL
4cd1446,2011-07-05 19:33:54,Added missing include file
881d557,2011-07-06 04:21:40,Fixed documentation for GBVIForce
c73587b,2011-07-06 05:36:15,Mods for GBVIForce interface methods to switching function for Born radii calculation
3e7433c,2011-07-06 06:30:24,Mods for return of max Born radius
c2c1e51,2011-07-06 15:16:37,GBVIForce::BornRadiusScalingMethod -> BornRadiusScalingMethod
0ab0034,2011-07-07 17:53:37,Fix for initialization of BornSum array
d98bd6b,2011-07-07 19:02:13,Optimized CCMA
aea33ab,2011-07-07 21:27:23,Added lots of test cases for multi-GPU computation
f9d0115,2011-07-07 21:35:18,Switched back to always using the bundled cl.hpp  since the previous code didn't work on some OpenCL implementations
aff7f7b,2011-07-08 05:37:55,Mods to allow CudaAmoeba units tests to run w/o setting plugin directory
bb42a5d,2011-07-08 16:30:00,Update for getState()
3dafb4c,2011-07-08 16:43:20,Fix for corrupted files
e2f9002,2011-07-08 16:54:38,Fix for overwriting of CudaCalcForcesAndEnergyKernel w/ AmoebaCalcForcesAndEnergyKernel
5705b8d,2011-07-08 17:05:48,Updated version number to 3.1
ec8774a,2011-07-12 17:12:45,Adding back in CalcAmoebaForcesAndEnergyKernel
e7f2cc2,2011-07-12 21:17:57,Removed CalcAmoebaForcesAndEnergyKernel and kClearBornSum
b6790d9,2011-07-14 13:16:49,maxTorqueBufferIndex was off by 1  affected small systems
9877171,2011-07-14 20:43:18,Minor mod for torsion-torsion
c14b0b8,2011-07-15 21:45:12,Fixed bug in identifying shake clusters
eeb3e32,2011-07-15 22:53:48,Upgraded to newer version of cl.hpp
25881dc,2011-07-15 22:58:01,Fixed compilation error on Linux
95b02c8,2011-07-16 00:03:16,Only use the atomic version of charge spreading on compute level 2.0 or later  since it is slower than the other version on earlier GPUs.
952757a,2011-07-18 18:22:13,Reduced number of force buffers on AMD
6f24ee8,2011-07-18 18:30:27,Updated manual for 3.1
f794f81,2011-07-18 20:39:22,Fixed race condition in parallel execution where positions could get overwritten with forces
01da523,2011-07-19 17:14:59,Converted RPMD plugin to use a velocity verlet type integrator
aa6b055,2011-07-19 19:59:42,Fixed compilation error on Windows
21c1b53,2011-07-19 22:52:38,Fix for an error installing pthreads on Windows
df6e8e3,2011-07-20 19:01:29,Changed double array to RealOpenMM array
938c9de,2011-07-22 19:48:15,Mods for Release 3.1
da4b14e,2011-07-22 21:34:15,Turn off logging
ee93de5,2011-07-22 21:47:18,Windows compiler did not like the following: std::max(std::max(gridSize.x  gridSize.y)  gridSize.z) 
97c767f,2011-07-22 23:19:54,addition of OPENMMCUDA_EXPORT for Windows compile
53d1c90,2011-07-22 23:25:49,Bug fix in AMD code
4d6895b,2011-07-26 16:54:58,Fix for logic involving particles w/ NoAxisType
06089c9,2011-07-27 18:11:50,No substantive changes -- cleanup
82d0ec3,2011-07-27 20:11:09,Added code Amoeba Reference platform to handle polarization type = direct
8ab02ff,2011-07-27 20:16:45,Modified thread counts that were causing failures on lower end boards
6b18ecf,2011-07-27 22:24:15,Mods to fix problem w/ base class method computeBornRadii() being called when PyOpenMM is run
f3935f4,2011-07-28 23:38:04,Added benchmarks
5f127e3,2011-07-29 16:01:57,Minor edits
b354e0a,2011-07-29 18:03:25,Minor documentation updates for 3.1.  Created PDFs.
a381d94,2011-07-29 22:29:45,Updated README for 3.1
ee87c98,2011-08-01 16:59:54,Update launch mounds for kReduceObcGbsaBornForces_kernel and kReduceGBVIBornForces_kernel
eafdce7,2011-08-03 22:14:46,Classes for FreeEnergy plugin serialization
c5e909d,2011-08-04 17:11:21,Missing parameter
c67aed5,2011-08-04 17:58:37,Cleaning up the RPMD code
39cba8f,2011-08-05 16:15:48,Fixed a bug with retrieval of periodic box vectors from State objects in Python wrappers.
2141605,2011-08-09 17:56:03,Added missing lambda factor in second OBC force loop of free energy plugin
192b5c6,2011-08-09 18:47:39,Fixed bugs that caused constraints to fail when some were implemented with CCMA and some with a different method
f355f56,2011-08-11 00:17:36,Fixed compilation error
a713aab,2011-08-13 00:14:04,Created OpenCL implementation of RPMD
7f1da38,2011-08-18 17:29:19,Fixed bugs in OpenCL RPMD
696d90d,2011-08-18 17:33:26,Fixed bug in clearAutoclearBuffers()
c1f59f8,2011-08-18 17:43:59,Improvements to FindOpenCL.cmake suggested by Tony Tye
6ab4299,2011-08-18 18:27:59,Change suggested by Tony Tye to simplify debugging by including all compilation options in the kernel source
e274d45,2011-08-18 20:43:08,Fixed bug when CustomGBForce was told to use exclusions  but didn't have any exclusions.  (See bug 1519.)
5f4ed12,2011-08-19 16:59:39,Python wrapper now has a proper Vec3 class that supports math operators
84a1440,2011-08-22 17:18:43,Fixed another case where the exclusions for CustomGBForce could be handled incorrectly
f6aef43,2011-08-25 23:48:37,getState() in the Python API always computed energy  even if the user didn't ask for it.
e69b1cc,2011-08-26 17:50:29,Added callback function to print out internal OpenCL errors
8ade176,2011-09-01 15:07:04,Added CL_CALLBACK to errorCallback() for Windows compile
d9029f6,2011-09-02 19:49:04,On Fermi  store forces as 64 bit fixed point and update with atomic operations.  Also various other minor optimizations.
0e5d3fb,2011-09-02 22:52:09,Using fast approximation for erfc instead of tabulated values
e85c741,2011-09-02 23:19:23,Additional minor optimizations to PME direct space computation
c08d8a5,2011-09-07 00:29:48,Optimizations to FFT
592dc5a,2011-09-08 21:21:15,Optimizations to PME reciprocal space calculation
d2a5b3b,2011-09-09 20:40:11,Minor performance optimizations
91f3379,2011-09-09 22:37:44,Minor optimizations to GBSA
61c5086,2011-09-09 23:32:32,Fixed error on GPUs with only 16K local memory
9ab32c5,2011-09-12 23:26:16,Reduced the number of kernel executions to clear buffers
42b9d89,2011-09-14 21:42:30,Created OpenCLBondedUtilities
f51a85b,2011-09-14 23:34:26,Converted more forces to use OpenCLBondedUtilities
0ee958f,2011-09-16 22:07:05,Fixed crash when the neighbor list arrays have been resized
84f5e00,2011-09-19 18:26:17,Minor optimizations to custom forces
15ffd4a,2011-09-20 17:02:24,Fixed RPMD test cases
2c9eed9,2011-09-20 18:34:57,Added comments
c23d3c0,2011-09-20 18:35:56,Added missing getBondedParticles() method
8b3c38f,2011-09-20 18:36:36,Added missing getBondedParticles() method
cf4c6d5,2011-09-21 18:34:50,Optimizations to GB
82f9a86,2011-09-22 00:31:55,Optimizations to CCMA
5ed1d27,2011-09-23 18:12:15,Optimized number of work groups
465e018,2011-09-23 18:19:18,Bug fixes to RPMD
c9d448c,2011-09-27 19:03:54,Fixed errors in plugin initializers
f198f53,2011-09-27 22:08:29,Removed obsolete comments about energy not being computed on the GPU
1f24260,2011-09-29 20:17:15,Adding AmoebaTorsionTorsionForce test for Reference platform
8b1c12e,2011-09-30 17:11:44,Implemented deepcopy for Vec3
e772769,2011-09-30 17:43:26,Added enforcePeriodicBox flag to RPMDIntegrator::getState()
25058a7,2011-09-30 23:05:04,Replaced calculation of Born radii using OBC algorithm w/ Grycuk algorithm TorsionTorsion grids reordered  if needed  so that first angle is the 'slow' index Fixes for MonteCarloBarostat
cff89c5,2011-10-03 20:43:42,Turn off diagnostics
e9505f5,2011-10-03 22:54:13,Replaced references to usage of OBC algorithm for calculating Born radii in OpenMM/AMOEBA w/ the Grycuk algorithm
4d49957,2011-10-04 22:39:09,Cleaned up code
1079a31,2011-10-04 22:45:42,Interface change for computeBornRadii() method
6718e0c,2011-10-05 19:50:11,Code cleanup
1d11610,2011-10-05 19:50:42,Mods for OBCSoftcore
b64535d,2011-10-05 19:51:07,Add TestReferenceOBCSoftcoreForce
7f561d6,2011-10-05 19:56:27,Cosmetic changes
a587c65,2011-10-05 22:53:09,Minor mods
326627a,2011-10-05 22:53:50,Cleaned up code
ab60bff,2011-10-06 20:13:46,Fixed bug in OpenCL RPMD implementation
9dd055e,2011-10-06 21:38:03,Add unit test for NonbondedSoftcoreForce Cleanup code associated w/ NonbondedSoftcoreForce
b475e12,2011-10-06 22:14:18,Added a missing #include that caused compilation to fail
bf8b9f3,2011-10-07 00:30:26,Fixed errors in GB on AMD GPUs
69e7537,2011-10-07 22:22:20,"Added ""const"" and ""restrict"" to lots of kernel arguments to let the compiler do more optimizations"
4405b16,2011-10-11 00:13:35,Tony Tye's optimization to reduce local memory use
49e268f,2011-10-12 22:14:51,Bug fixes to OpenCL RPMD
b711953,2011-10-13 23:06:09,Bug fix to OpenCL RPMD
0ba4946,2011-10-13 23:26:59,Implemented == and != operators for Vec3
4e40299,2011-10-14 23:58:38,Created para-hydrogen test case for RPMD
b982b0e,2011-10-15 00:03:29,Fixed some incorrect argument indices
2927116,2011-10-17 19:17:13,Fixed compilation errors on Windows
73369dd,2011-10-17 22:47:42,Minor optimizations to reorderAtoms()
8b544e9,2011-10-18 22:20:33,Recognize all whitespace characters in expressions  not just spaces
906a047,2011-10-18 22:20:53,Bug fixes to CustomGBForce
55678aa,2011-10-19 18:07:41,Removed unused parameters
7334bd9,2011-10-20 23:16:43,Added some missing Windows EXPORTs
ca9e8f8,2011-10-20 23:25:42,Beginning of application guide
d4441c1,2011-10-20 23:32:42,Added Born radius scaling method and associated parameters
bc85b9f,2011-10-24 18:12:35,Extened Free energy plugin to allow cutoffs  cleaned up code and added tests
5baba85,2011-10-24 18:14:02,Mods for additions/deletions to free energy plugin interface
2188d92,2011-10-24 18:18:08,Removed diagnostic message
805d414,2011-10-24 22:24:52,Edited and commented on draft
dbea515,2011-10-25 00:50:26,Fix for GB/VI
09c1460,2011-10-25 16:35:13,Threads per block for GB/VI kernels take into account required shared memory Padded atom entries in Born radii memory now initialized to zero launch bounds guards now included for several kernels
3f64d97,2011-10-25 17:03:34,GBSA OBC thread block size now based in part on available shared memory
ce74c6a,2011-10-25 18:47:50,More changes from Tony to reduce local memory use
b9d12c4,2011-10-25 20:50:27,Clean code and several bug fixes to GB/VI and Obc for nonbonded methods w/ cutoffs
efe4025,2011-10-25 22:32:51,Temp fix for tempBuffers used w/ cutoffs
2cf8711,2011-10-25 23:35:35,Minor bug fix
028ad9d,2011-10-25 23:36:19,Workaround for crash on AMD GPUs
8960d7b,2011-10-26 18:33:12,Began updating manual for 4.0.
2c708e0,2011-10-26 20:40:24,Added missing iostream header
0308dbf,2011-10-26 22:56:00,Moved gpuSetNonbondedSoftcoreParameters() to freeEnergyCudaGpu.cpp
6660be2,2011-10-27 18:28:11,Added OpenCLPlatformIndex property for selecting platform
a9a74ff,2011-10-27 23:59:56,Continuing to write application guide
271dadf,2011-10-29 01:14:25,Continuing to write application guide
358ce20,2011-11-01 18:25:44,Application guide is mostly complete (exception installation section)
6381988,2011-11-02 22:17:03,Fixed some incorrect argument indices
7e544ed,2011-11-02 23:01:04,Eliminated some duplicated work
5a946c2,2011-11-02 23:08:48,Correction to the previous optimization
fd0060d,2011-11-02 23:30:35,Further updates to application guide
0abe528,2011-11-02 23:43:16,Updated version number to 4.0
ad2d5c0,2011-11-03 22:51:54,Added volatile keywords to work correctly with CUDA 4.1
600a7af,2011-11-04 18:06:49,Fixed bug in CPU version of GBSA
52a6a36,2011-11-04 21:07:02,Fixed bugs in CPU version of Custom GB
cb388ac,2011-11-04 22:45:41,Fixed bugs in CPU version of FFT
bc961dd,2011-11-04 23:24:16,Fixed bugs in CPU version of PME
0a55d72,2011-11-05 00:04:25,Removed unused accessors  set missing initializations in AmoebaVdwForce
a3bbd5a,2011-11-05 00:09:00,Remove commented out declarations
e7c3e2a,2011-11-05 00:40:56,Removed unused accessors
b54f589,2011-11-05 01:47:03,Removed unused accessor calls
e9f6e1b,2011-11-07 20:35:01,Fixed error in comment
1b4e96d,2011-11-07 20:42:39,Added section describing free energy plugin Removed benchmark sections Modified page numbering for Part I  Sections 8 9 from Roman numerals to decimal values
26a489d,2011-11-07 20:45:14,Added OPENMMCUDA_EXPORT to several Cuda platform methods used by free energy plugin
30d336f,2011-11-07 20:46:14,Added preprocessor option OPENMMCUDA_BUILDING_SHARED_LIBRARY for Windows compilation
d274d65,2011-11-07 20:52:42,Updated developer guide for 4.0.
55190bf,2011-11-07 22:26:23,Added documentation for nonbonded ixns/induced dipoles specific to AMOEBA
7bf291e,2011-11-07 23:11:47,Joy's edits
ccc0ba8,2011-11-07 23:55:22,Moved OpenMM app into the main OpenMM project
1d2c0a0,2011-11-08 00:49:44,Merged a change that Mark checked into the pyopenmm repository after the app had already been moved
c6e315a,2011-11-08 01:07:25,Cleanup of code formatting
af5c8bb,2011-11-08 18:10:33,Added data files that missed getting checked in
40f02bd,2011-11-08 18:51:09,Included AMOEBA implicit solvent example/options
3a55714,2011-11-08 20:35:05,Removed reference to amoeba_water.xml
b3dbaea,2011-11-08 21:47:32,Bug fixes for Nvidia OBC
c9bb974,2011-11-08 21:52:52,Minor edits
8217295,2011-11-08 21:53:02,Throw an exception if RPMDIntegrator is used with constraints
a955feb,2011-11-08 22:11:42,Cleanup
9425210,2011-11-08 23:23:51,Applied rev 3035 fix for OpenCL OBC Born to all code blocks
65f4892,2011-11-08 23:54:44,Added missing include file
d8d1e0f,2011-11-09 20:59:41,Cleanup GBVI code
6e837d7,2011-11-09 22:54:49,Added unit tests for nonbonded  OBC  and GBVI forces
65f9d47,2011-11-09 23:54:47,Adjustment to cutoff for unit test  also rename TestCudaOBCForce2 to TestCudaGBSAOBCForce2
f0cfae4,2011-11-09 23:56:28,Added diagnostic method to GBVI
dbccf50,2011-11-10 18:26:55,Fix for OBC Born sum
03a5288,2011-11-10 22:01:07,Fixed lots of warnings and errors on Lion
691a45f,2011-11-10 22:22:44,Lots of updates based on Joy's comments
076eb95,2011-11-10 23:28:51,Edited discussion of AMOBEA nonbonded methods Removed mention of separate AMOEBA water file
032e18d,2011-11-10 23:38:16,Removed debug code In Born radii calculation for particle i  removed factor of lambda associated w/ particle i
bd8c49d,2011-11-10 23:42:14,Changed default scaling method for GB/VI Born radii calculation to QuinticSpline
3685f2f,2011-11-11 00:34:52,Bug fix
0594d30,2011-11-11 19:29:42,Added missing OBC parameters
fd23327,2011-11-11 20:43:46,Corrected units
31748d0,2011-11-11 20:53:05,Workaround for compiler bug on Lion
8ec95df,2011-11-11 21:46:58,Change to build correctly on Lion.  Also  build Python by default.
7b5344d,2011-11-11 22:36:01,Bug fix to the previous commit
38c2015,2011-11-11 23:23:13,Update to nonbonded and implicit solvent tests
c71f95b,2011-11-12 00:25:44,Unit tests for nonbonded and GBSAOBC
dcd9f1c,2011-11-12 01:23:07,Fix for Amoeba test cases not compiling in debug mode
db8b58e,2011-11-14 19:50:51,Bug fix for GBVI force
9e56b30,2011-11-14 19:51:18,Bug fix got GBVI force
2b3aa37,2011-11-14 20:30:29,Added Tom's documentation on RPMD plugin.  Added section on platform-specific properties.  Updated installation instructions.
4d61460,2011-11-15 00:07:03,Wrote installation chapter.  Lots of other minor changes.
74e0ee2,2011-11-15 01:41:49,Bug fix
f6c08a0,2011-11-15 18:47:36,Name for Coulomb unit was defined incorrectly
efc8cdb,2011-11-15 19:06:31,Fixed error when retrieving a numpy array twice
0f83a74,2011-11-15 23:26:50,Minor changes to work under CUDA 4.1
b9c09b7,2011-11-15 23:36:01,By default  use OpenCL instead of CUDA
df76e34,2011-11-16 21:06:53,Max number of torsion-torsion grids increased to 12
68318b9,2011-11-16 21:29:42,Modify assignment of multipole axis atoms to match Tinker for ambiguous cases Use GK overlap factors for Grycuk algorithm (was OBC)
079951a,2011-11-16 22:00:37,Remove print statement
60aa386,2011-11-16 22:01:15,Remove print statement
