Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::CustomManyParticleForceProxy,134,0,134,0,42,0,8,14,0.00%,0,1,1,5,0,17,3,0,3
OpenMM::CustomNonbondedForce,607,0,339,269,4,0,1,9,0.79%,89,1,1,9,0,56,49,12,49
OpenMM::CustomNonbondedForce::ExclusionInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,2,2
OpenMM::CustomNonbondedForce::FunctionInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,2,0,2,2,2,2
OpenMM::CustomNonbondedForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomNonbondedForce::InteractionGroupInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomNonbondedForce::ParticleInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomNonbondedForce::PerParticleParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomNonbondedForceImpl,268,18,233,17,22,1,5,18,0.07%,58,1,1,16,0,20,10,2,12
OpenMM::CustomNonbondedForceProxy,147,2,142,4,47,1,9,18,0.03%,0,1,1,5,0,17,3,0,3
OpenMM::CustomTorsionForce,240,0,130,110,3,0,1,2,0.85%,77,1,1,5,0,26,19,4,19
OpenMM::CustomTorsionForce::GlobalParameterInfo,9,0,9,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,2,2
OpenMM::CustomTorsionForce::TorsionInfo,10,0,10,0,2,0,1,1,0.00%,9,0,0,1,0,2,2,5,2
OpenMM::CustomTorsionForce::TorsionParameterInfo,8,0,8,0,2,0,1,1,0.00%,50,0,0,1,0,2,2,1,2
OpenMM::CustomTorsionForceImpl,86,2,82,2,8,0,1,7,0.02%,44,1,1,11,0,17,9,2,9
OpenMM::CustomTorsionForceProxy,72,0,72,0,22,0,4,8,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Discrete1DFunction,42,0,24,18,3,0,1,2,0.75%,42,1,1,1,0,9,7,1,7
OpenMM::Discrete1DFunctionProxy,26,0,26,0,6,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::Discrete2DFunction,62,0,35,27,6,0,1,2,0.77%,42,1,1,2,0,9,7,3,7
OpenMM::Discrete2DFunctionProxy,29,0,29,0,7,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::Discrete3DFunction,68,0,38,30,7,0,1,2,0.79%,42,1,1,2,0,9,7,4,7
OpenMM::Discrete3DFunctionProxy,30,0,30,0,8,0,2,3,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::DrudeForce,194,0,100,94,5,0,1,2,0.94%,63,1,1,4,0,18,11,2,11
OpenMM::DrudeForce::ParticleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,9,2
OpenMM::DrudeForce::ScreenedPairInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::DrudeForceImpl,138,4,131,4,12,0,2,13,0.03%,50,1,1,10,0,18,10,2,10
OpenMM::DrudeForceProxy,50,0,50,0,14,0,3,5,0.00%,0,1,1,3,0,17,3,0,3
OpenMM::DrudeLangevinIntegrator,180,0,93,87,4,0,1,6,0.94%,85,1,1,9,0,29,17,6,17
OpenMM::DrudeLangevinIntegratorProxy,29,0,29,0,7,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::DrudeSCFIntegrator,104,0,64,40,5,0,1,6,0.62%,61,1,1,9,0,21,9,2,9
OpenMM::Force,53,0,34,19,3,0,1,3,0.56%,57,0,0,4,34,7,7,1,7
OpenMM::ForceImpl,51,0,14,37,2,0,1,1,2.64%,0,0,0,4,34,8,8,0,8
OpenMM::ForceValidationResult,538,117,279,142,17,1,2,6,0.51%,89,0,0,8,0,20,20,8,20
OpenMM::GBSAOBCForce,183,0,91,92,3,0,1,2,1.01%,81,1,1,4,0,24,17,6,17
OpenMM::GBSAOBCForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBSAOBCForceImpl,48,0,47,2,4,0,1,4,0.04%,43,1,1,12,0,16,8,2,8
OpenMM::GBSAOBCForceProxy,49,0,49,0,14,0,2,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::GBVIForce,287,6,150,131,3,0,1,2,0.87%,86,1,1,3,0,31,24,9,24
OpenMM::GBVIForce::BondInfo,13,0,13,0,4,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBVIForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::GBVIForceImpl,197,36,132,13,22,1,3,9,0.10%,55,1,1,12,0,17,9,2,9
OpenMM::GBVIForceProxy,67,2,65,0,20,0,3,6,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::HarmonicAngleForce,101,0,56,45,4,0,1,2,0.80%,42,1,1,4,0,14,7,1,7
OpenMM::HarmonicAngleForce::AngleInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::HarmonicAngleForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,9,0,17,9,2,9
OpenMM::HarmonicAngleForceProxy,38,0,38,0,10,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::HarmonicBondForce,96,0,54,42,4,0,1,2,0.78%,42,1,1,4,0,14,7,1,7
OpenMM::HarmonicBondForce::BondInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,4,2
OpenMM::HarmonicBondForceImpl,52,0,51,2,3,0,1,2,0.04%,50,1,1,9,0,18,10,2,10
OpenMM::HarmonicBondForceProxy,38,0,38,0,10,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::IntegrateBrownianStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateCustomStepKernel,67,0,15,52,2,0,1,1,3.47%,0,1,1,5,3,14,8,0,9
OpenMM::IntegrateDrudeLangevinStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,6,3,10,4,0,5
OpenMM::IntegrateDrudeSCFStepKernel,27,0,11,16,2,0,1,1,1.45%,0,1,1,6,3,10,4,0,5
OpenMM::IntegrateLangevinStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,5,4,10,4,0,5
OpenMM::IntegrateRPMDStepKernel,40,0,14,26,2,0,1,1,1.86%,0,1,1,5,3,13,7,0,8
OpenMM::IntegrateVariableLangevinStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateVariableVerletStepKernel,31,0,11,20,2,0,1,1,1.82%,0,1,1,5,3,10,4,0,5
OpenMM::IntegrateVerletStepKernel,29,0,11,18,2,0,1,1,1.64%,0,1,1,5,3,10,4,0,5
OpenMM::Integrator,93,1,40,52,3,0,1,2,1.30%,85,0,0,4,9,12,12,4,12
OpenMM::Kernel,76,0,56,20,4,0,1,4,0.36%,75,0,0,2,0,40,40,1,40
OpenMM::KernelFactory,12,0,6,6,2,0,1,1,1.00%,0,0,0,4,13,2,2,0,2
OpenMM::KernelImpl,34,0,22,12,2,0,1,1,0.55%,60,0,0,2,46,5,5,3,5
OpenMM::LangevinIntegrator,125,0,65,60,4,0,1,2,0.92%,77,1,1,6,0,24,12,4,12
OpenMM::LangevinIntegratorProxy,28,1,27,0,7,0,1,2,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::LocalCoordinatesSite,59,0,36,23,5,0,1,4,0.64%,60,1,1,2,0,11,5,4,5
OpenMM::LocalEnergyMinimizer,97,12,65,22,81,10,12,12,0.34%,0,0,0,8,0,1,0,0,1
OpenMM::MonteCarloAnisotropicBarostat,131,0,63,68,3,0,1,1,1.08%,84,1,1,4,0,23,13,7,16
OpenMM::MonteCarloAnisotropicBarostatImpl,123,8,109,6,15,0,2,13,0.06%,65,1,1,12,0,15,7,7,7
OpenMM::MonteCarloAnisotropicBarostatProxy,41,0,41,0,11,0,2,4,0.00%,0,1,1,5,0,17,3,0,3
OpenMM::MonteCarloBarostat,92,0,44,48,3,0,1,1,1.09%,75,1,1,3,0,18,10,4,11
OpenMM::MonteCarloBarostatImpl,93,7,81,5,11,0,1,6,0.06%,65,1,1,12,0,15,7,7,7
OpenMM::MonteCarloBarostatProxy,33,0,33,0,9,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::MonteCarloMembraneBarostat,178,0,78,100,3,0,1,1,1.28%,84,1,1,3,0,25,16,7,18
OpenMM::MonteCarloMembraneBarostatImpl,123,8,109,6,15,0,2,13,0.06%,65,1,1,12,0,15,7,7,7
OpenMM::MonteCarloMembraneBarostatProxy,39,0,39,0,11,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::NonbondedForce,478,6,240,232,5,0,1,7,0.97%,89,1,1,7,0,38,31,15,31
OpenMM::NonbondedForce::ExceptionInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::NonbondedForce::ParticleInfo,10,0,10,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::NonbondedForceImpl,260,7,233,21,15,0,2,10,0.09%,67,1,1,11,0,22,9,2,14
OpenMM::NonbondedForceImpl::ErrorFunction,4,0,4,0,0,0,0,0,0.00%,0,0,0,0,1,1,1,0,1
OpenMM::NonbondedForceImpl::EwaldErrorFunction,11,0,11,0,3,0,1,1,0.00%,0,1,1,0,0,3,2,3,2
OpenMM::NonbondedForceProxy,77,0,77,0,23,0,3,5,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::OpenCLApplyAndersenThermostatKernel,62,2,48,12,9,0,2,3,0.25%,35,2,1,13,0,13,4,5,4
OpenMM::OpenCLApplyConstraintsKernel,52,0,35,17,6,0,1,2,0.49%,41,2,1,11,0,14,4,3,4
OpenMM::OpenCLApplyMonteCarloBarostatKernel,101,4,71,26,12,0,3,6,0.37%,44,2,1,15,0,15,5,8,5
OpenMM::OpenCLArray,170,0,99,71,5,0,1,3,0.72%,53,0,0,7,0,14,12,6,14
OpenMM::OpenCLBondedUtilities,300,12,247,41,26,0,6,33,0.17%,74,0,0,11,0,13,13,15,13
OpenMM::OpenCLCalcCMAPTorsionForceKernel,85,0,71,14,14,0,2,5,0.20%,50,2,1,17,0,13,4,7,4
OpenMM::OpenCLCalcCustomAngleForceKernel,150,8,118,24,22,0,4,9,0.20%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcCustomBondForceKernel,150,8,118,24,22,0,4,9,0.20%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcCustomCompoundBondForceKernel,319,15,276,28,56,1,9,30,0.10%,50,2,1,21,0,15,5,8,5
OpenMM::OpenCLCalcCustomExternalForceKernel,156,8,124,24,24,0,4,9,0.19%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcCustomGBForceKernel,958,28,892,40,182,4,38,122,0.04%,45,2,1,29,0,15,5,29,5
OpenMM::OpenCLCalcCustomHbondForceKernel,497,25,438,36,90,3,17,52,0.08%,32,2,1,23,0,15,5,19,5
OpenMM::OpenCLCalcCustomManyParticleForceKernel,686,47,592,47,126,5,23,79,0.08%,35,2,1,21,0,15,5,29,5
OpenMM::OpenCLCalcCustomNonbondedForceKernel,498,40,413,47,75,4,15,49,0.11%,57,2,1,30,0,17,7,15,7
OpenMM::OpenCLCalcCustomTorsionForceKernel,150,8,118,24,22,0,4,9,0.20%,52,2,1,20,0,15,5,8,5
OpenMM::OpenCLCalcDrudeForceKernel,162,6,132,24,26,0,5,11,0.18%,26,2,1,16,0,15,5,3,5
OpenMM::OpenCLCalcForcesAndEnergyKernel,74,0,48,26,10,0,3,7,0.54%,25,2,1,12,0,14,4,1,4
OpenMM::OpenCLCalcGBSAOBCForceKernel,264,6,234,26,44,1,7,16,0.11%,40,2,1,23,0,15,5,16,5
OpenMM::OpenCLCalcHarmonicAngleForceKernel,90,5,63,22,11,0,2,4,0.35%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCalcHarmonicBondForceKernel,89,4,63,22,11,0,2,4,0.35%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCalcNonbondedForceKernel,674,30,603,41,102,3,19,49,0.07%,41,2,1,34,0,15,5,37,5
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,3,0,6,4,4,4
OpenMM::OpenCLCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,4,2,2,2
OpenMM::OpenCLCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,33,1,1,5,0,4,2,3,2
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::OpenCLCalcNonbondedForceKernel::SyncQueuePostComputation,17,0,17,0,4,0,1,2,0.00%,0,1,1,3,0,4,2,4,2
OpenMM::OpenCLCalcNonbondedForceKernel::SyncQueuePreComputation,16,0,16,0,4,0,1,2,0.00%,0,1,1,2,0,4,2,4,2
OpenMM::OpenCLCalcPeriodicTorsionForceKernel,90,4,64,22,11,0,2,4,0.34%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCalcRBTorsionForceKernel,90,5,63,22,11,0,2,4,0.35%,56,2,1,16,0,15,5,5,5
OpenMM::OpenCLCompact,49,2,43,4,12,1,2,3,0.09%,25,0,0,5,0,3,3,4,3
OpenMM::OpenCLContext,1682,55,1263,336,14,0,3,44,0.27%,95,0,0,32,0,82,82,63,82
OpenMM::OpenCLContext::ForcePostComputation,12,0,6,6,2,0,1,1,1.00%,0,0,0,0,2,2,2,0,2
OpenMM::OpenCLContext::ForcePreComputation,11,0,6,5,2,0,1,1,0.83%,0,0,0,0,2,2,2,0,2
OpenMM::OpenCLContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,1,2,2,0,2
OpenMM::OpenCLContext::VirtualSiteInfo,61,3,55,3,13,0,3,7,0.05%,41,1,1,6,0,11,4,3,4
OpenMM::OpenCLContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::OpenCLContext::WorkThread,78,0,65,13,6,0,1,2,0.20%,50,0,0,2,0,6,6,7,6
OpenMM::OpenCLDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,13,0,3,1,0,1
OpenMM::OpenCLExpressionUtilities,749,16,686,50,67,1,15,96,0.07%,88,0,0,22,0,17,17,4,17
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder,19,0,19,0,2,0,1,1,0.00%,40,1,1,0,0,10,5,1,5
OpenMM::OpenCLFFT3D,256,6,223,27,55,1,7,20,0.12%,47,0,0,9,0,4,3,10,4
OpenMM::OpenCLForceInfo,41,0,26,15,2,0,1,1,0.58%,71,0,0,1,18,7,7,1,7
OpenMM::OpenCLIntegrateBrownianStepKernel,108,10,73,23,15,1,1,5,0.32%,45,2,1,15,0,15,5,7,5
OpenMM::OpenCLIntegrateCustomStepKernel,901,38,782,79,57,2,13,78,0.10%,82,2,1,26,0,33,19,37,19
OpenMM::OpenCLIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,2,0,4,2,6,2
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel,164,14,124,26,26,1,3,6,0.21%,37,2,1,17,0,15,5,7,5
OpenMM::OpenCLIntegrateDrudeSCFStepKernel,175,23,119,31,23,2,2,6,0.26%,52,2,1,21,0,16,6,8,6
OpenMM::OpenCLIntegrateLangevinStepKernel,130,11,93,24,19,1,2,5,0.26%,50,2,1,17,0,15,5,8,5
OpenMM::OpenCLIntegrateRPMDStepKernel,563,42,467,55,46,2,6,18,0.12%,67,2,1,23,0,27,14,20,14
OpenMM::OpenCLIntegrateVariableLangevinStepKernel,147,12,107,28,22,1,3,9,0.26%,58,2,1,17,0,15,5,10,5
OpenMM::OpenCLIntegrateVariableVerletStepKernel,132,12,92,28,20,1,2,7,0.30%,43,2,1,16,0,15,5,6,5
OpenMM::OpenCLIntegrateVerletStepKernel,104,10,69,23,14,1,1,4,0.33%,43,2,1,16,0,15,5,5,5
OpenMM::OpenCLIntegrationUtilities,1164,65,1003,100,67,3,13,117,0.10%,83,0,0,25,0,17,17,50,17
OpenMM::OpenCLKernelFactory,99,1,97,1,95,1,45,45,0.01%,0,1,1,80,0,3,1,0,1
OpenMM::OpenCLNonbondedUtilities,832,21,670,145,18,0,4,32,0.22%,89,0,0,19,0,36,36,41,36
OpenMM::OpenCLNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,2,0,18,9,1,9
OpenMM::OpenCLNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,2,0,7,7,6,7
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel,59,0,45,14,5,0,1,2,0.31%,37,2,1,11,0,13,4,2,4
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel,190,7,151,33,15,0,4,10,0.22%,58,2,1,15,0,17,7,9,7
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::BeginComputationTask,21,1,19,1,5,0,1,2,0.05%,0,1,1,5,0,4,2,7,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::FinishComputationTask,33,1,31,1,10,0,2,4,0.03%,0,1,1,7,0,4,2,9,2
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcNonbondedForceKernel,72,0,50,22,4,0,1,2,0.44%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::OpenCLParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcPeriodicTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcRBTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,11,0,15,5,2,5
OpenMM::OpenCLParallelCalcRBTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParameterSet,224,0,182,42,18,0,5,15,0.23%,63,0,0,7,0,12,12,6,12
OpenMM::OpenCLPlatform,244,4,200,21,9,0,1,6,0.10%,0,1,1,39,0,56,11,0,18
OpenMM::OpenCLPlatform::PlatformData,79,2,76,1,16,0,4,11,0.01%,78,0,0,8,0,5,5,10,5
OpenMM::OpenCLRemoveCMMotionKernel,53,0,42,11,7,0,1,3,0.26%,35,2,1,12,0,13,4,5,4
OpenMM::OpenCLRpmdKernelFactory,10,0,10,0,6,0,2,2,0.00%,0,1,1,9,0,3,1,0,1
OpenMM::OpenCLSort,197,15,137,45,43,3,6,9,0.33%,22,0,0,8,0,3,3,18,3
OpenMM::OpenCLSort::SortTrait,37,0,13,24,2,0,1,1,1.85%,0,0,0,0,3,9,9,0,9
OpenMM::OpenCLUpdateStateDataKernel,334,0,270,64,19,0,3,10,0.24%,40,2,1,15,0,39,20,1,20
OpenMM::OpenCLVirtualSitesKernel,24,0,14,10,2,0,1,1,0.71%,33,2,1,6,0,12,3,1,3
OpenMM::OpenMMException,12,0,12,0,2,0,1,1,0.00%,33,1,1,1,0,4,3,1,3
OpenMM::OutOfPlaneSite,45,0,26,19,4,0,1,1,0.73%,50,1,1,0,0,10,4,3,4
OpenMM::PeriodicTorsionForce,112,0,61,51,5,0,1,2,0.84%,42,1,1,4,0,14,7,1,7
OpenMM::PeriodicTorsionForce::PeriodicTorsionInfo,13,0,13,0,4,0,1,1,0.00%,0,0,0,0,0,2,2,7,2
OpenMM::PeriodicTorsionForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,9,0,17,9,2,9
OpenMM::PeriodicTorsionForceProxy,39,0,39,0,11,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::Platform,339,0,168,140,7,0,1,6,0.83%,92,0,0,7,3,38,28,3,38
OpenMM::RBTorsionForce,132,0,72,60,5,0,1,2,0.83%,42,1,1,4,0,14,7,1,7
OpenMM::RBTorsionForce::RBTorsionInfo,18,0,18,0,6,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::RBTorsionForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,9,0,17,9,2,9
OpenMM::RBTorsionForceProxy,40,0,40,0,11,0,2,4,0.00%,0,1,1,4,0,17,3,0,3
OpenMM::RealVec,120,14,85,21,4,0,1,1,0.25%,38,0,0,1,0,18,18,1,18
OpenMM::ReferenceApplyAndersenThermostatKernel,43,0,32,11,5,0,1,2,0.34%,33,2,1,9,0,13,4,3,4
OpenMM::ReferenceApplyConstraintsKernel,52,0,35,17,4,0,1,2,0.49%,66,2,1,7,0,15,5,3,5
OpenMM::ReferenceApplyMonteCarloBarostatKernel,52,0,28,24,3,0,1,2,0.86%,19,2,1,7,0,15,5,1,5
OpenMM::ReferenceCalcAmoebaAngleForceKernel,88,4,63,21,9,0,1,4,0.33%,50,2,1,7,0,15,5,11,5
OpenMM::ReferenceCalcAmoebaBondForceKernel,86,5,60,21,9,0,1,4,0.35%,50,2,1,7,0,15,5,8,5
OpenMM::ReferenceCalcAmoebaGeneralizedKirkwoodForceKernel,235,26,121,88,6,0,1,7,0.73%,88,2,1,7,0,29,19,12,19
OpenMM::ReferenceCalcAmoebaInPlaneAngleForceKernel,91,4,66,21,10,0,1,4,0.32%,50,2,1,7,0,15,5,12,5
OpenMM::ReferenceCalcAmoebaMultipoleForceKernel,385,58,261,66,32,1,2,8,0.25%,57,2,1,17,0,23,10,21,10
OpenMM::ReferenceCalcAmoebaOutOfPlaneBendForceKernel,94,6,67,21,10,0,1,4,0.31%,50,2,1,7,0,15,5,11,5
OpenMM::ReferenceCalcAmoebaPiTorsionForceKernel,85,4,60,21,9,0,1,4,0.35%,44,2,1,7,0,15,5,9,5
OpenMM::ReferenceCalcAmoebaStretchBendForceKernel,85,3,61,21,9,0,1,4,0.34%,44,2,1,7,0,15,5,9,5
OpenMM::ReferenceCalcAmoebaTorsionTorsionForceKernel,106,14,75,17,17,0,3,9,0.23%,54,2,1,8,0,13,4,11,4
OpenMM::ReferenceCalcAmoebaVdwForceKernel,137,11,104,22,18,0,3,5,0.21%,47,2,1,9,0,15,5,14,5
OpenMM::ReferenceCalcAmoebaWcaDispersionForceKernel,96,9,65,22,10,0,1,3,0.34%,55,2,1,8,0,15,5,13,5
OpenMM::ReferenceCalcCMAPTorsionForceKernel,58,0,44,14,11,0,2,5,0.32%,33,2,1,7,0,12,3,3,3
OpenMM::ReferenceCalcCustomAngleForceKernel,97,6,68,23,12,0,3,5,0.34%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcCustomBondForceKernel,96,6,67,23,12,0,3,5,0.34%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcCustomCompoundBondForceKernel,108,10,73,25,15,1,3,7,0.34%,36,2,1,10,0,15,5,5,5
OpenMM::ReferenceCalcCustomExternalForceKernel,95,6,66,23,12,0,3,5,0.35%,40,2,1,10,0,15,5,9,5
OpenMM::ReferenceCalcCustomGBForceKernel,192,14,151,27,29,1,6,20,0.18%,56,2,1,11,0,15,5,18,5
OpenMM::ReferenceCalcCustomHbondForceKernel,160,12,122,26,25,1,5,12,0.21%,46,2,1,11,0,15,5,10,5
OpenMM::ReferenceCalcCustomManyParticleForceKernel,94,4,68,22,12,0,3,5,0.32%,43,2,1,8,0,15,5,6,5
OpenMM::ReferenceCalcCustomNonbondedForceKernel,188,20,138,30,29,2,6,11,0.22%,48,2,1,13,0,15,5,18,5
OpenMM::ReferenceCalcCustomTorsionForceKernel,98,6,69,23,13,0,3,5,0.33%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcDrudeForceKernel,164,14,123,27,33,1,5,10,0.22%,25,2,1,7,0,14,4,12,4
OpenMM::ReferenceCalcForcesAndEnergyKernel,58,0,32,27,6,0,1,3,0.84%,50,2,1,5,0,14,4,1,4
OpenMM::ReferenceCalcGBSAOBCForceKernel,90,2,67,21,11,0,2,3,0.31%,40,2,1,10,0,15,5,3,5
OpenMM::ReferenceCalcGBVIForceKernel,87,10,62,15,15,0,2,4,0.24%,41,2,1,8,0,13,4,3,4
OpenMM::ReferenceCalcHarmonicAngleForceKernel,77,2,54,21,9,0,2,4,0.39%,19,2,1,8,0,15,5,3,5
OpenMM::ReferenceCalcHarmonicBondForceKernel,78,2,55,21,9,0,2,4,0.38%,19,2,1,8,0,15,5,3,5
