hash,time,message
0d1d98c,Thu Jan 20 21:30:42 2011,Mods to output of forces
132a94b,Thu Jan 20 21:29:38 2011,Warp/non-warp calls were reversed in kCalculateAmoebaCudaKirkwood
07f8d5c,Thu Jan 20 00:03:48 2011,Fixed compilation error
dfe1f79,Wed Jan 19 17:34:43 2011,Fix for Linux debug build
81cd9f5,Tue Jan 18 21:33:42 2011,Fixed problems on compute level 1.2 GPUs
ff5f5d5,Tue Jan 18 21:08:22 2011,Remove install of SerializationNode.h SerializationProxy.h XmlSerializer.h Moved installation of lib file to plugin directory
5499544,Tue Jan 18 20:56:12 2011,Remove install of SerializationNode.h SerializationProxy.h and XmlSerializer.h Move install of AmoebaSerialization lib to plugin directory
56e573e,Fri Jan 14 22:14:05 2011,Mods to get compilation on Windows
3c16cef,Thu Jan 13 23:57:43 2011,Fixed bug in evaluating tabulated functions
a6370f5,Thu Jan 13 22:43:42 2011,Adding wrappers
1877eb6,Tue Jan 11 19:28:09 2011,edit/add AMOEBA serialization proxies
67971bf,Mon Jan 10 22:01:47 2011,Rename file
cf3d54f,Mon Jan 10 21:55:01 2011,More serialization proxies
3c3df45,Mon Jan 10 20:36:32 2011,More serialization proxies and associated tests
b549b66,Mon Jan 10 19:35:26 2011,Bug fix when running on CPU
217b45d,Fri Jan 7 23:52:44 2011,Initial serialization proxies for Amoeba
b90e80f,Fri Jan 7 17:11:04 2011,Renamed OpenMMAmoeba h to AmoebaOpenMM for consistency w/ other plugin
8928a33,Thu Jan 6 18:29:44 2011,Set enum values -- needed for pyopenmm(?)
4c87fca,Wed Jan 5 23:15:46 2011,Moved AMOEBA include files to plugins/amoeba/openmmapi/include/openmm to be consistent w/ outlay other plugins  ...
4d763c4,Wed Jan 5 19:52:31 2011,Fixed bug in direct PME Added diagnostics for handling reorder of atoms
8b8defe,Wed Jan 5 17:25:48 2011,Change to device selection code suggested by Mike Houston
81cc37f,Wed Jan 5 01:10:54 2011,Fixed a bus error when the neighbor list size changes
93900ab,Tue Jan 4 19:30:20 2011,Updated Amoeba plugin based on refactoring of reference platform
c27f5d1,Tue Jan 4 02:19:27 2011,Continuing refactoring of the reference platform
0843c5f,Mon Jan 3 21:31:42 2011,First stage of a refactoring to clean up the reference platform
bacc1ef,Tue Dec 14 01:14:15 2010,Added missing N2ByWarp calls
ce0cc4e,Mon Dec 13 20:50:59 2010,Debye constant was set for kcal/A units  updated to kJ/nm units Bug in Urey-Bradley force calculation fixed
1b5ee8f,Fri Dec 10 19:03:41 2010,Fixed bug in Vdw w/o cutoffs if bOutputBufferPerWarp is set
db8a55b,Sat Dec 4 00:43:52 2010,Eliminated local memory bank conflicts
72a8bb8,Thu Dec 2 20:49:34 2010,Added torque mapping code (untested)
8b005aa,Sat Nov 20 00:01:12 2010,Adding z-bisect  3-fold and z-only
0d78f22,Fri Nov 19 21:21:19 2010,Decouple multipole & vdw cutoff
09fb381,Thu Nov 18 21:27:36 2010,Added checkChiral for chiral systems (Reference/Cuda) Added support for missing axis types (Cuda only) Removed rotationMatrix
562cfb3,Wed Nov 17 00:22:18 2010,Created CustomGBForce kernels optimized for CPU.  Fixed bugs in CPU GBSA kernels.
cbfff44,Wed Nov 10 21:26:08 2010,Mods for Urey-Bradley
d1b954c,Wed Nov 10 20:57:30 2010,Reference code for Urey-Bradley
3405e1c,Wed Nov 10 20:21:32 2010,Added Urey-Bradley term
38a60fb,Sat Oct 30 00:06:18 2010,Created GBSA kernels optimized for CPU
d28df82,Thu Oct 28 21:24:37 2010,Fixed test cases that were overly strict
0b96aa2,Thu Oct 28 00:25:13 2010,Fixes and optimizations to PME on CPU
e28ce55,Tue Oct 26 21:46:07 2010,Bug fix
0cae89d,Tue Oct 26 21:36:39 2010,Mods for wrapper code  added yAxis parameter to multipole force-field
077a93c,Thu Oct 21 20:13:16 2010,Continuing to optimize nonbonded kernels for CPU
e7b18ca,Wed Oct 20 20:48:47 2010,Began creating kernels optimized for CPU
a33839b,Mon Oct 18 20:01:10 2010,Code to map torques onto forces
50a15fb,Wed Oct 13 20:13:05 2010,Mods to reduce calculation of ixns within blocks for Vdw
e6c19b5,Wed Oct 13 19:44:44 2010,Removed entries that were not needed
7752cbf,Wed Oct 13 19:43:43 2010,Mods for Windows compile Renamed files to be consistent w/ other file names
4e1e1b1,Mon Oct 11 20:06:01 2010,Custom functions are now represented by natural splines
06a98e9,Sat Oct 9 00:31:00 2010,Continuing efforts to fix compilation errors under Windows
b8e1210,Sat Oct 9 00:03:22 2010,Cutoffs/PBC for Vdw force
408469c,Thu Oct 7 22:31:53 2010,Optimizations to PME
45b0302,Thu Oct 7 20:52:19 2010,Hopefully fixed compilation errors on Windows
35c974f,Thu Oct 7 18:29:07 2010,Optimizations to PME
92a338c,Thu Oct 7 18:01:41 2010,Optimizations to PME direct space computation
b20978e,Wed Oct 6 22:36:58 2010,Fix for direct PME
a905468,Wed Oct 6 17:32:46 2010,Mods for direct PME
0126007,Mon Oct 4 23:27:31 2010,Fixed errors under Windows
a60e9cf,Mon Oct 4 20:49:14 2010,Eliminated redundant computation of fixed multipole PME
773dd0f,Mon Oct 4 19:28:50 2010,Optimizations to PME
95f1884,Fri Oct 1 23:26:02 2010,Created CudaForceInfo subclasses for all the Amoeba forces
640d8f0,Fri Oct 1 21:05:55 2010,Revised molecule identification by Cuda platform to allow plugins to specify molecule structure
25d054a,Fri Oct 1 20:58:45 2010,Fixed error on 64 bit Linux
6b0ad77,Fri Oct 1 18:33:09 2010,PME mods
f21e516,Fri Oct 1 18:23:48 2010,Fixed compilation errors on Windows
027fe02,Fri Oct 1 00:12:39 2010,Finished initial implementation of serialization
6a36e24,Thu Sep 30 23:38:50 2010,Removed unused field
3b45e50,Thu Sep 30 23:12:45 2010,Reduced memory use
2136b00,Thu Sep 30 21:33:53 2010,Edited electrostatic calculation in AmoebaReferenceMultipoleForce
c6b1fa8,Thu Sep 30 19:50:28 2010,Cleaned up for Windows compile
e20cc4f,Thu Sep 30 19:23:55 2010,Initial AmoebaReferenceMultipoleForce
6d91d79,Thu Sep 30 19:06:36 2010,Continuing to implement serialization
3cae6a2,Wed Sep 29 23:02:00 2010,More cleanup for Windows compilation
c178a65,Wed Sep 29 22:38:26 2010,Bug fix
f224fe2,Wed Sep 29 22:24:39 2010,Cleanup for Windows compile
73b55e3,Wed Sep 29 19:48:57 2010,Removed unnecessary clearing array
5698a1f,Tue Sep 28 21:47:23 2010,Fixing bugs in AMOEBA PME reciprocal space calculation
ad1b1ad,Tue Sep 28 19:59:07 2010,Fixed PmeDirectElectrostatic energy
1224ac1,Mon Sep 27 22:00:14 2010,Fixed scaling parameter bug
2a03c44,Mon Sep 27 18:04:50 2010,Fixing bugs in AMOEBA PME reciprocal space calculation
56a5512,Fri Sep 24 23:20:23 2010,Include cctype
60968df,Fri Sep 24 23:14:35 2010,Fixed compilation errors and warnings
73f5921,Fri Sep 24 01:01:35 2010,Continuing to implement serialization
d350fb5,Thu Sep 23 22:16:57 2010,Fixed a method that was incorrectly not marked const
8c63200,Thu Sep 23 00:27:40 2010,Fixed compilation errors
fa08869,Wed Sep 22 23:43:07 2010,Fixed lots of bugs in AMOEBA PME reciprocal space calculation
5d9b648,Wed Sep 22 22:00:45 2010,Continuing to implement serialization
6ee040f,Wed Sep 22 18:58:19 2010,Reference WcaDispersionForce
a37e41e,Tue Sep 21 22:41:45 2010,Revamp of reference local force classes
3b67aad,Tue Sep 21 20:03:03 2010,Cuda Vdw test
1f2cbef,Tue Sep 21 19:51:23 2010,Reference VdwForce and Test
c738761,Mon Sep 20 21:21:39 2010,Continuing to implement serialization
88aad28,Mon Sep 20 19:23:34 2010,Turned off logging
8a57342,Mon Sep 20 19:02:29 2010,Reference TorsionTorsion and Reference/Cuda tests for TorsionTorsion
7f6c8bb,Sat Sep 18 00:45:56 2010,Beginnings of serialization support
2584685,Fri Sep 17 17:18:06 2010,Amoeba Reference tests
a535f99,Thu Sep 16 19:29:33 2010,Turn off debug
1a3caae,Thu Sep 16 19:08:20 2010,Continue PME
e319620,Wed Sep 15 20:59:00 2010,Added debugging code
227aa72,Wed Sep 15 17:55:12 2010,Bug fixes to PME reciprocal space calculation
42d5b80,Tue Sep 14 22:10:16 2010,Continue PME
770f7ab,Tue Sep 14 20:43:26 2010,Correctly record fields from PME
bd4fb84,Tue Sep 14 19:40:06 2010,Fixed error in launch bounds
7f367d0,Tue Sep 14 18:33:30 2010,Setting update frequency to 0 disables MonteCarloBarostat
2ef0528,Mon Sep 13 23:01:01 2010,Direct space PME
c22f00c,Mon Sep 13 16:19:26 2010,AmoebaCudaPmeMutualInducedField
3763b76,Fri Sep 10 22:03:33 2010,Minor optimizations to PME
564fe01,Fri Sep 10 20:40:01 2010,Wrote routines for PME reciprocal space part of the induced dipole calculation
0b604f5,Fri Sep 10 20:39:00 2010,Added AmoebaReferenceOutOfPlaneBend
68fd08c,Fri Sep 10 19:44:44 2010,Bug fixes to PME reciprocal space calculation
b1712e1,Fri Sep 10 05:41:22 2010,ReferenceAmoebaStretchBendForce
cf99c38,Thu Sep 9 19:38:21 2010,Continuing implementation of PME reciprocal space calculation
7b3072d,Wed Sep 8 22:09:33 2010,Continuing implementation of PME reciprocal space calculation
ddf4e3b,Wed Sep 8 20:30:48 2010,Continuing implementation of PME reciprocal space calculation
d91ae25,Wed Sep 8 19:37:57 2010,AmoebaReferencePiTorsionForce and ReferenceAmoebaTorsionForce
967968a,Wed Sep 8 13:18:04 2010,Code for AmoebaReferenceHarmonicInPlaneAngleForce
4868314,Wed Sep 8 00:35:47 2010,Initial Amnoeba reference code
49173b7,Tue Sep 7 17:52:43 2010,Continuing implementation of PME reciprocal space calculation
fb62fec,Fri Sep 3 23:21:25 2010,Beginning to implement PME reciprocal space calculation
cf33549,Fri Sep 3 22:09:55 2010,PME real space and self terms for fixed E-field
acb4636,Fri Sep 3 21:14:15 2010,Simplified PME code  eliminating an unnecessary kernel.
dae88c4,Fri Sep 3 20:35:17 2010,Fixed bug on OS X where CMake variables did not get initialized correctly
42cbcb8,Thu Sep 2 17:54:56 2010,Fixed a bug that caused a crash on Fermi.
9f4bd98,Wed Sep 1 18:14:55 2010,Cuda platform was updating velocities incorrectly on the first time step
7c1846a,Tue Aug 31 22:46:46 2010,Use double precision when available to increase integration accuracy
d9941f4,Sat Aug 28 00:03:23 2010,AndersenThermostat works correctly with constraints (see bug 1319)
3bcfe99,Fri Aug 27 22:35:04 2010,Initial RealSpaceEwald code for AmoebaMultipoleForce Removal SASA code Versioning introduced in AmoebaTinkerParameterFile Decomposition of PME forces included in prm files
f981842,Thu Aug 26 00:53:33 2010,Removed some debugging code that accidentally got left in
a5e4de1,Wed Aug 25 18:41:32 2010,Allow the neighbor list arrays to grow if the initial sizes are too small
d3f0d1f,Tue Aug 24 21:12:24 2010,Removed SASAForce -- not currently used Added checks for nonbonded methods Removed unused functionality from GK force Moved non-accessor methods from Force classes to ForceImpl classes
839f9a8,Mon Aug 23 21:09:16 2010,Finished changes to reduce memory use for large systems
a8fe9ce,Fri Aug 20 21:33:23 2010,Continuing changes to reduce memory use for large systems
b0d2357,Thu Aug 19 19:54:12 2010,Fixed a bug in identifying molecule groups
22078b6,Thu Aug 19 19:06:39 2010,Continuing changes to reduce memory use for large systems
0f8da11,Wed Aug 18 21:17:03 2010,Allow setting of initial temeperature from command line
4025e9a,Wed Aug 18 00:47:50 2010,Improved selection of the fastest device
9a4e2b0,Wed Aug 18 00:41:43 2010,Beginning of changes to reduce memory use for large systems
2bdb84b,Mon Aug 16 19:07:54 2010,Updated unit tests
f1f974c,Mon Aug 16 17:24:53 2010,Random number seed can now be set for initial generation of velocities
589390a,Sat Aug 14 00:57:16 2010,Fixed problem w/ initialization of velocities
1fde85e,Fri Aug 13 21:45:31 2010,Fixed a compilation error
0c4f73d,Fri Aug 13 20:46:35 2010,Fixed memory bug in torque/force mapping  An exception is now thrown if the multipole axis type is not Bisector or Z-then-X Redid velocity initialization in test code
960c22a,Thu Aug 12 23:13:31 2010,Minor bug fix
a711ce2,Thu Aug 12 22:41:12 2010,Refactored ForceImpl  lots of KernelImpl subclasses  and other related classes to avoid redundant calculations when requesting a State with both forces and energies
767ea1b,Thu Aug 12 21:56:01 2010,Removed sigma4/epsilon4 from Vdw to make consistent w/ latest version of Tinker
5f0e2f9,Thu Aug 12 00:22:02 2010,Made parsing exceptions more informative
d8c88e7,Thu Aug 12 00:12:45 2010,Moved diagnostic check for nans
0ba5725,Thu Aug 12 00:11:13 2010,Minor bug fix
c4008bb,Wed Aug 11 23:24:45 2010,Increased block sizes on Fermi
2bce659,Wed Aug 11 18:37:57 2010,Increased block sizes on Fermi
75f74de,Wed Aug 11 18:18:53 2010,Added finite-difference test  modified energy consertvation check to handle equilibrations times=0
62e80df,Mon Aug 9 23:15:06 2010,More AMOEBA optimizations
e225905,Mon Aug 9 21:21:57 2010,Fixed compilation error
f11d445,Mon Aug 9 21:06:14 2010,Optimizations to KirkwoodEDiff kernel
21ab511,Mon Aug 9 18:45:36 2010,Optimizations to Kirkwood kernel
f08750f,Mon Aug 9 18:27:48 2010,Fixed compilation error on 64 bit Linux
43c792f,Sat Aug 7 01:15:47 2010,Added tests for Gk + cavity term
a80b8a0,Fri Aug 6 21:16:11 2010,Fixed problem w/ cavity force
a924f45,Fri Aug 6 00:52:45 2010,Allow building 64 bit binaries on OS X
1f878f8,Fri Aug 6 00:17:54 2010,Reduce dianostic output
eb2c0d3,Fri Aug 6 00:10:47 2010,sharedMemoryPerBlock now obtained from gpuContext
e69c8c6,Thu Aug 5 23:45:07 2010,sharedMemoryPerBlock was not set correctly for 480
d7aa33f,Thu Aug 5 22:06:54 2010,Fixed bug in setting Cuda device
ac8cb97,Thu Aug 5 21:02:45 2010,Cleanup of AmoebaTinkerParameterFile
9a1ddaf,Wed Aug 4 22:40:59 2010,Fixed line read problem
accc4cc,Wed Aug 4 22:22:49 2010,Mods to quiet gcc (Ubuntu 4.3.3-5ubuntu4)
545a83e,Wed Aug 4 21:56:43 2010,Mod to quiet gcc (Ubuntu 4.3.3-5ubuntu4)
853ae8e,Wed Aug 4 21:51:31 2010,Changes to remove compiler warnings
aa00d2e,Wed Aug 4 19:20:25 2010,Simplified energy conservation test Kinetic energy when using Verlet is calculated as average of v_i-1 and v_i
0aca702,Wed Aug 4 04:38:39 2010,Fixed errors running on compute 1.1 devices
c9b1338,Tue Aug 3 19:05:25 2010,Added #include <cstdio>' to fix problem w/ stderr not being found w/ gcc 4.4
354f7b6,Sat Jul 31 00:59:06 2010,Optimizations to Amoeba electrostatics kernel
c236193,Fri Jul 30 00:17:28 2010,Further optimizations
72bd8a8,Thu Jul 29 23:14:17 2010,Further optimizations
80d8311,Thu Jul 29 22:47:52 2010,Improved accuracy of OutOfPlaneBend force
2af9719,Thu Jul 29 21:01:57 2010,Optimizations to Kirkwood kernel
b1232a0,Thu Jul 29 20:44:14 2010,Fixed error when evaluating a tabulated function exactly at its end
0df95c5,Thu Jul 29 00:02:09 2010,Removed some accidentally included debugging code
e4be779,Wed Jul 28 23:45:53 2010,Parameter file reader did not recognize \r as a delimiter
e37555b,Wed Jul 28 22:34:18 2010,Fixed compilation errors on Linux
59e00d7,Wed Jul 28 21:01:23 2010,Fixed error in previous checkin
df5654e,Wed Jul 28 20:46:53 2010,Timo's changes to more accurately select the fastest device
1268029,Wed Jul 28 20:28:39 2010,Fixed parameter scaling issue w/ AmoebaHarmonicBondForce Test use env variable OPENMM_PLUGIN_DIR to find plugin
192670e,Wed Jul 28 00:20:22 2010,Missing Platform::getDefaultPluginsDirectory
d965d23,Tue Jul 27 23:53:31 2010,Fixed bug w/ Torsions Added export for Windows Format change to accomadate Windows
3f43441,Tue Jul 27 19:13:35 2010,Added code for Amoeba plugin
f38a47e,Tue Jul 27 19:12:41 2010,Cleaned up for Windows compilation Removed cubic/quartic per-atom parameters from AmoebaHarmonicBondForce
7eaa5d2,Mon Jul 26 23:04:24 2010,WCA force was overwriting total force vector Modified out-of-plane bend force to improve stability Redid arguments to kCalculateAmoebaCudaKirkwood to reduce lmem
98b09e6,Fri Jul 23 21:15:54 2010,Optimization for ATI: replaced if's with predication
2c6cff1,Fri Jul 23 00:49:50 2010,Update
f7f79b0,Thu Jul 22 00:31:18 2010,Initial Amoeba
5003591,Wed Jul 21 20:01:39 2010,Simplified reference code for accumulating energies
b8c624f,Wed Jul 21 17:14:28 2010,Replaced a few more divisions by RECIP()
43d61cd,Wed Jul 21 00:58:48 2010,Minor optimization: replaced a few divisions by RECIP() calls
b5858a8,Wed Jul 21 00:47:32 2010,Deleted lots of obsolete debugging code from the reference platform
c87cee0,Tue Jul 20 22:14:06 2010,Use native_exp and native_log when they are sufficiently accurate
2a313e4,Tue Jul 20 20:05:49 2010,Created CUDA implementation of CMAPTorsionForce
43b1bc9,Tue Jul 20 16:05:17 2010,Added missing OPENMM_EXPORT.
258fd0f,Mon Jul 19 23:36:36 2010,Created OpenCL implementation of CMAPTorsionForce
7ee0076,Mon Jul 19 18:01:47 2010,Fixed incorrect fix for Windows compilation problems
593d359,Mon Jul 19 16:21:40 2010,Various MSVC build issues:   sqrt of an integer is ambiguous   methods declared to return a value must return a value
cf36f2e,Sat Jul 17 00:17:19 2010,Implemented CMAPTorsionForce  including reference implementation
7b8089d,Fri Jul 16 15:01:32 2010,Debug new spline code on Windows
77cdc5f,Thu Jul 15 23:00:57 2010,Removed an obsolete comment
629a963,Thu Jul 15 22:18:26 2010,Created SplineFitter
e4ca66e,Thu Jul 15 20:14:40 2010,Install FreeEnergy plugin (Reference version) to the plugins directory. Note that I'm also modifying pyopenmm to be aware of this change.
80a36e4,Thu Jul 15 16:44:10 2010,MSVC does not support C99 struct initialization syntax.  Workaround.
56f05a6,Tue Jul 13 21:13:21 2010,LocalEnergyMinimizer works with constraints.  Also added Context::applyConstraints().
4b061be,Fri Jul 9 21:53:43 2010,Created LocalEnergyMinimizer
1b56ffd,Thu Jul 8 00:05:10 2010,Fixed bug that caused some interactions to be incorrectly excluded from Born sum
1e37d91,Wed Jul 7 22:59:01 2010,Workaround for bug in Nvidia's handling of constant memory
e314202,Wed Jul 7 22:58:10 2010,Fixed bug in identifying exclusions
70c577f,Wed Jul 7 19:51:00 2010,Updated the formula for PME grid size.  Also specified that CUDA 3.1 is required.
3bcd80b,Wed Jul 7 18:41:16 2010,Reduced size of PME grid  since it was being made unnecessarily large for the requested accuracy.
b41d77a,Wed Jul 7 18:20:50 2010,Fixed bug in identifying exclusions
dbd2927,Thu Jul 1 15:22:40 2010,Fixed a bus error caused by trying to clean up things that were never initialized
dd0574f,Wed Jun 30 19:36:00 2010,Added '/usr/local/streamsdk' to default search paths for OpenCL directories
66da4b3,Wed Jun 30 19:31:10 2010,Minor edit for OpenCL lib description output
c872be8,Wed Jun 30 17:35:55 2010,Updated cl.hpp to latest version. Modified OpenCL include search path for Linux.
2833fb4,Tue Jun 29 19:11:08 2010,Added static to __device__ declarations to allow compilation w/ CUDA 3.1
15a2db5,Sat Jun 26 23:34:36 2010,Actually return values from Vec3::operator+=  -=  and *=  like they claim to.
802be28,Wed Jun 23 22:39:10 2010,Created final version of user manual for OpenMM 2.0.
1102559,Tue Jun 22 23:55:36 2010,Valiation mods for Release 2.0
78dfbdd,Tue Jun 22 23:34:50 2010,Added section on installing OpenCL.
cceb966,Tue Jun 22 20:04:03 2010,Added discussion of long range dispersion correction and updated discussion of step size selection for MonteCarloBarostat.
7e2f950,Tue Jun 22 18:42:51 2010,Fixed error reported by Valgrind.
a28c8cf,Mon Jun 21 21:21:35 2010,Added missing chain rule terms to CustomGBForce
7bf5286,Mon Jun 21 18:36:35 2010,Fixed bug where MonteCarloBarostat would leave molecules seeming to be outside the first periodic box
870fff2,Mon Jun 21 18:02:25 2010,Bug fix
dd1a959,Mon Jun 21 17:57:50 2010,Long range dispersion correction is enabled by default
5228a07,Fri Jun 18 01:49:26 2010,Implemented long range dispersion correction
41fa177,Wed Jun 16 01:13:56 2010,Modified the algorithm for adjusting the step size of MonteCarloBarostat (see bug 1213)
edaface,Sat Jun 12 18:03:45 2010,Fixed same pressure unit conversion error in MonteCarloBarostatImpl.cpp that occurs in tests.  Tests now pass.
35c7dcf,Sat Jun 12 14:51:15 2010,Fixed unit conversion bug in Monte Carlo barostat where pV work was being divided by a factor of AVOGADRO*1e-25 (kJ/mol)/(bar nm^3)  rather than multiplied by it. Checking this bug in since Peter Eastman is on vacation  he should double-check the fix upon return.
98c30a3,Thu Jun 10 20:52:18 2010,Major optimizations to PME performance
b880b5d,Wed Jun 9 21:20:44 2010,Fixed bug in PME when atoms were far outside the periodic box (see bug 1144)
a8a36d7,Wed Jun 9 18:52:06 2010,Added Platform::getOpenMMVersion().
ba2503b,Wed Jun 9 18:19:41 2010,Fixed bugs in CustomGBForce
454f9c5,Mon Jun 7 23:33:05 2010,Minor optimization to evaluating custom expressions
c799ea0,Mon Jun 7 22:44:45 2010,Fixed bug introduced by previous checkin
bd7cce7,Mon Jun 7 22:22:23 2010,Minor optimizations to OpenCL
803af89,Mon Jun 7 18:03:41 2010,Fixed compilation error on Windows
bfed470,Fri Jun 4 18:38:45 2010,Added -DOPENMMCUDA_BUILDING_SHARED_LIBRARY to NVCC flags
3f2acaf,Fri Jun 4 17:26:14 2010,Added Window's dll exports for methods used by Amoeba
6c4f16f,Thu Jun 3 21:36:25 2010,Fix for output directory name generated for Window's builds
4fd3493,Thu Jun 3 20:12:18 2010,Made Ewald test cases run slightly faster
6b25abb,Wed Jun 2 23:45:23 2010,Optimization to nonbonded forces: replaced divides by multiplies when applying periodic boundary conditions
cd75dee,Wed Jun 2 23:03:46 2010,Updated User Manual for 2.0
d84d909,Wed Jun 2 22:49:07 2010,Added test cases to verify that CustomTorsionForce returns the angle in the right range
1ace781,Wed Jun 2 22:05:25 2010,Fixed bugs related to exclusions in CustomGBForce
e4187c0,Tue Jun 1 22:10:39 2010,Removed files that were accidentally checked in
ef8a344,Tue Jun 1 21:12:35 2010,Allow multiple buffers to be cleared by a single kernel  improving performance on small systems.
94a151b,Tue Jun 1 21:09:55 2010,Fixed a problem with numerical precision that sometimes prevented SHAKE clusters being recognized
9e83ef0,Tue Jun 1 18:29:50 2010,Fixed compilation error under Linux
274842f,Tue Jun 1 17:38:51 2010,Updated for recent changes to CMake scripts
5f2e5b2,Sat May 29 00:36:49 2010,Minor change to FindCUDA.cmake needed so it could be used with the NML plugin
95aa79b,Wed May 26 21:21:58 2010,Minor API additions needed for the Normal Mode Langevin plugin
00eec5e,Wed May 26 00:33:00 2010,Fixed a field that was not getting initialized
bc025a7,Tue May 25 23:59:29 2010,Bug fixes to CustomGBForce
2b6e289,Mon May 24 21:35:40 2010,Updated the theory section of the users guide for new features in OpenMM
729bcde,Sat May 22 00:20:06 2010,Fixed some compilation warnings
117436e,Fri May 21 21:06:13 2010,Prevent custom forces from trying to use more shared memory than is available
2d68136,Fri May 21 19:57:10 2010,Added a missing initializer to CudaApplyMonteCarloBarostatKernel
5d4ff60,Fri May 21 17:17:24 2010,Fixed compilation error on some OpenCL implementations
7672a22,Fri May 21 17:13:22 2010,Added MonteCarloBarostat to OpenMM.h
bba5e3c,Fri May 21 01:16:49 2010,Removed test
e1a1a3a,Fri May 21 00:52:30 2010,Fix to inadvertent checkin
ad2aebc,Fri May 21 00:42:09 2010,Fixed compilation error under Windows
4130dac,Fri May 21 00:23:58 2010,Fix to inadvertent checkin
62cf5c9,Fri May 21 00:01:00 2010,Update
8754260,Mon May 17 23:07:14 2010,Restructured API for periodic box size so it is now queried from State rather than Context
607f2b6,Sat May 15 00:57:22 2010,Created CUDA implementation of MonteCarloBarostat
70ca43a,Fri May 14 18:20:21 2010,Fixed problems in MonteCarloBarostat and created OpenCL implementation
dc0e00d,Fri May 14 00:25:51 2010,Removed sfmt.h include
2d9c325,Thu May 13 17:19:37 2010,Removed isNotReady() method
1b99afd,Wed May 12 22:33:30 2010,Created MonteCarloBarostat  including reference implementation
475b8fa,Wed May 12 21:30:28 2010,Removed checks for implicit solvent parameter settings
12a0e2c,Mon May 10 23:59:54 2010,changed in for SFMT.h to new location
b06fc4a,Mon May 10 20:39:57 2010,Moved SFMT into libraries folder  and restructured it to allow multiple independent random number generators
625180a,Mon May 10 18:01:52 2010,getSpeed() returns 50 for OpenCL platform
ebdb2ef,Mon May 10 16:58:20 2010,Updated to use new API
c742d7f,Fri May 7 21:33:38 2010,Expanded test cases for CustomGBForce
bcc6216,Fri May 7 20:48:48 2010,Periodic box dimensions can be changed in the middle of a simulation
149c6ec,Fri May 7 18:46:16 2010,Commnet out TestCudaUsingParameterFile
e539969,Fri May 7 18:42:17 2010,GB/VI grid integration test Allow parameter specification of platforms to be compared
7d91c6e,Thu May 6 16:49:59 2010,Add gpu sniffing program to OpenCL platform cmake configuration process  to avoid running OpenCL tests on build machines with OpenCL installed  but no GPU.
ba23b62,Thu May 6 01:16:40 2010,Factor of 1/(4*pi*eps0) does not belong in GB/VI nonpolar term
4717114,Thu May 6 01:08:30 2010,Previous mod was a mistake --  the factor 1/(4*pi*eps0) does not belong in the  tau term
6aa03ec,Thu May 6 01:08:01 2010,Previous mod was a mistake --  the factor 1/(4*pi*eps0) does not belong in the  tau term
2053e2d,Thu May 6 01:07:48 2010,Previous mod was a mistake --  the factor 1/(4*pi*eps0) does not belong in the  tau term
5196c35,Wed May 5 23:24:04 2010,Include missing factor of 138.93548 (1/4*pi*epsilon0) in nonpolar energy expression
1ae5a33,Wed May 5 23:23:45 2010,Include missing factor of 138.93548 (1/4*pi*epsilon0) in nonpolar energy expression:
0094d14,Wed May 5 22:56:13 2010,Added include to get TestReferenceCustomGBForce to compile on Windows.
f2ad92a,Wed May 5 22:54:55 2010,Turn on default building of OpenCL plugin for all platforms. Unify FindOpenCL.cmake files to one location  under cmake_modules. Other changes to permit building with nvidia opencl on Windows.
57e0e7e,Wed May 5 22:48:11 2010,nonpolar tau was missing factor of 138.935485
35be4eb,Wed May 5 22:46:49 2010,Added GB/VI test caes
8987065,Wed May 5 22:06:43 2010,Added OPENMM_EXPORT to various OpenCL platform headers
43e6e68,Wed May 5 20:35:48 2010,CustomGBForce allows single-particle values to depend on position
74ef687,Wed May 5 20:07:09 2010,Updated to latest version of cl.hpp
a8ceded,Tue May 4 17:37:49 2010,Reverted the changes from revision 2214  which triggered a bug in the ATI compiler
1763a76,Tue May 4 00:20:13 2010,Fixed bug in computing chain rule terms for CustomGBForce
e918cb6,Sat May 1 00:27:41 2010,Corrected the syntax for the reqd_work_group_size attribute
1d8517a,Fri Apr 30 23:56:05 2010,Fixed compilation error under Windows
31ed438,Fri Apr 30 23:52:56 2010,Minor simplification to nonbonded kernel
0dbb8a4,Fri Apr 30 00:19:10 2010,Too much local memory was being requested for the nonbonded kernel  leading to low occupancy
b2c970f,Fri Apr 30 00:18:16 2010,Removed debugging code that accidentally got left in
5281aba,Thu Apr 29 21:59:52 2010,Added reqd_work_group_size attribute to some kernels
b296096,Thu Apr 29 21:46:36 2010,Check accuracy of native_ functions and only use them if they are accurate enough
a0651b5,Thu Apr 29 20:14:46 2010,Eliminated more local memory bank conflicts
7b3a826,Wed Apr 28 23:26:56 2010,Reduced bank conflicts in nonbonded kernel
cd6cb66,Wed Apr 28 20:21:32 2010,Restructured local memory in nonbonded kernel to reduce bank conflicts
466f7ac,Wed Apr 28 17:52:40 2010,Removed unnecessary sampler declaration
3344bb7,Wed Apr 28 17:51:00 2010,Switched erfc table to use constant memory instead of texture cache
40891ba,Wed Apr 28 00:08:58 2010,Optimization to OpenCL platform: use tabulated values for erfc()
3f2c29f,Mon Apr 26 23:56:36 2010,Optimizations to OpenCL platform
