Class,Lines,Lines,Lines,Lines,Average,Average,Average,Maximum,Ratio,LCOM,DIT,IFANIN,CBO,NOC,RFC,NIM,NIV,WMC
OpenMM::OpenCLArray,170,0,99,71,5,0,1,3,0.72%,53,0,0,6,0,14,12,6,14
OpenMM::OpenCLBondedUtilities,300,12,247,41,26,0,6,33,0.17%,80,0,0,10,0,13,13,15,13
OpenMM::OpenCLCalcCMAPTorsionForceKernel,85,0,71,14,14,0,2,5,0.20%,50,2,1,15,0,13,4,7,4
OpenMM::OpenCLCalcCustomAngleForceKernel,149,8,117,24,22,0,4,9,0.21%,52,2,1,19,0,15,5,8,5
OpenMM::OpenCLCalcCustomBondForceKernel,149,8,117,24,22,0,4,9,0.21%,52,2,1,19,0,15,5,8,5
OpenMM::OpenCLCalcCustomCompoundBondForceKernel,331,15,288,28,58,1,9,30,0.10%,48,2,1,22,0,15,5,9,5
OpenMM::OpenCLCalcCustomExternalForceKernel,155,8,123,24,23,0,4,9,0.20%,52,2,1,19,0,15,5,8,5
OpenMM::OpenCLCalcCustomGBForceKernel,964,28,898,40,183,4,38,120,0.04%,45,2,1,30,0,15,5,29,5
OpenMM::OpenCLCalcCustomHbondForceKernel,512,25,453,36,93,3,18,52,0.08%,31,2,1,23,0,15,5,20,5
OpenMM::OpenCLCalcCustomNonbondedForceKernel,507,40,422,47,77,4,15,48,0.11%,57,2,1,31,0,17,7,16,7
OpenMM::OpenCLCalcCustomTorsionForceKernel,149,8,117,24,22,0,4,9,0.21%,52,2,1,19,0,15,5,8,5
OpenMM::OpenCLCalcDrudeForceKernel,162,6,132,24,26,0,5,11,0.18%,26,2,1,15,0,15,5,3,5
OpenMM::OpenCLCalcForcesAndEnergyKernel,74,0,48,26,10,0,3,7,0.54%,25,2,1,10,0,14,4,1,4
OpenMM::OpenCLCalcGBSAOBCForceKernel,262,6,232,26,43,1,7,16,0.11%,38,2,1,21,0,15,5,15,5
OpenMM::OpenCLCalcHarmonicAngleForceKernel,90,5,63,22,11,0,2,4,0.35%,56,2,1,14,0,15,5,5,5
OpenMM::OpenCLCalcHarmonicBondForceKernel,89,4,63,22,11,0,2,4,0.35%,56,2,1,14,0,15,5,5,5
OpenMM::OpenCLCalcNonbondedForceKernel,618,30,547,41,98,3,18,45,0.07%,41,2,1,31,0,15,5,34,5
OpenMM::OpenCLCalcNonbondedForceKernel::PmeIO,25,0,25,0,4,0,1,2,0.00%,43,1,1,3,0,6,4,4,4
OpenMM::OpenCLCalcNonbondedForceKernel::PmePostComputation,11,0,11,0,2,0,1,1,0.00%,0,1,1,2,0,3,2,2,2
OpenMM::OpenCLCalcNonbondedForceKernel::PmePreComputation,13,0,13,0,3,0,1,1,0.00%,0,1,1,5,0,3,2,3,2
OpenMM::OpenCLCalcNonbondedForceKernel::SortTrait,10,0,10,0,1,0,1,1,0.00%,0,1,1,0,0,17,8,0,8
OpenMM::OpenCLCalcPeriodicTorsionForceKernel,90,4,64,22,11,0,2,4,0.34%,56,2,1,14,0,15,5,5,5
OpenMM::OpenCLCalcRBTorsionForceKernel,90,5,63,22,11,0,2,4,0.35%,56,2,1,14,0,15,5,5,5
OpenMM::OpenCLCompact,49,2,43,4,12,1,2,3,0.09%,25,0,0,5,0,3,3,4,3
OpenMM::OpenCLContext,1658,55,1245,330,14,0,3,44,0.27%,95,0,0,31,0,80,80,62,80
OpenMM::OpenCLContext::ForcePostComputation,10,0,4,6,0,0,0,0,1.50%,0,0,0,0,1,1,1,0,1
OpenMM::OpenCLContext::ForcePreComputation,9,0,4,5,0,0,0,0,1.25%,0,0,0,0,1,1,1,0,1
OpenMM::OpenCLContext::ReorderListener,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,1,2,2,0,2
OpenMM::OpenCLContext::VirtualSiteInfo,61,3,55,3,13,0,3,7,0.05%,41,1,1,6,0,11,4,3,4
OpenMM::OpenCLContext::WorkTask,6,0,6,0,2,0,1,1,0.00%,0,0,0,0,15,2,2,0,2
OpenMM::OpenCLContext::WorkThread,78,0,65,13,6,0,1,2,0.20%,50,0,0,2,0,6,6,7,6
OpenMM::OpenCLDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,12,0,3,1,0,1
OpenMM::OpenCLExpressionUtilities,382,6,341,38,39,1,10,65,0.11%,85,0,0,15,0,14,14,1,14
OpenMM::OpenCLExpressionUtilities::FunctionPlaceholder,15,0,15,0,3,0,1,1,0.00%,0,1,1,0,0,9,4,0,4
OpenMM::OpenCLFFT3D,246,5,215,26,52,0,7,18,0.12%,47,0,0,9,0,4,3,10,4
OpenMM::OpenCLForceInfo,41,0,26,15,2,0,1,1,0.58%,71,0,0,1,17,7,7,1,7
OpenMM::OpenCLIntegrateBrownianStepKernel,108,10,73,23,15,1,1,5,0.32%,45,2,1,14,0,15,5,7,5
OpenMM::OpenCLIntegrateCustomStepKernel,899,38,780,79,56,2,13,78,0.10%,82,2,1,26,0,33,19,37,19
OpenMM::OpenCLIntegrateCustomStepKernel::ReorderListener,60,1,58,1,25,0,6,10,0.02%,0,1,1,2,0,4,2,6,2
OpenMM::OpenCLIntegrateDrudeLangevinStepKernel,164,14,124,26,26,1,3,6,0.21%,37,2,1,17,0,15,5,7,5
OpenMM::OpenCLIntegrateDrudeSCFStepKernel,175,23,119,31,23,2,2,6,0.26%,52,2,1,21,0,16,6,8,6
OpenMM::OpenCLIntegrateLangevinStepKernel,130,11,93,24,19,1,2,5,0.26%,50,2,1,16,0,15,5,8,5
OpenMM::OpenCLIntegrateRPMDStepKernel,549,41,456,53,44,2,6,18,0.12%,67,2,1,23,0,27,14,20,14
OpenMM::OpenCLIntegrateVariableLangevinStepKernel,147,12,107,28,22,1,3,9,0.26%,58,2,1,17,0,15,5,10,5
OpenMM::OpenCLIntegrateVariableVerletStepKernel,132,12,92,28,20,1,2,7,0.30%,43,2,1,16,0,15,5,6,5
OpenMM::OpenCLIntegrateVerletStepKernel,104,10,69,23,14,1,1,4,0.33%,43,2,1,15,0,15,5,5,5
OpenMM::OpenCLIntegrationUtilities,1069,59,920,93,61,2,12,102,0.10%,83,0,0,23,0,17,17,46,17
OpenMM::OpenCLKernelFactory,97,1,95,1,93,1,44,44,0.01%,0,1,1,76,0,3,1,0,1
OpenMM::OpenCLNonbondedUtilities,814,20,654,144,17,0,4,29,0.22%,89,0,0,18,0,36,36,40,36
OpenMM::OpenCLNonbondedUtilities::BlockSortTrait,15,0,15,0,1,0,1,2,0.00%,66,1,1,2,0,18,9,1,9
OpenMM::OpenCLNonbondedUtilities::ParameterInfo,46,0,37,9,4,0,1,2,0.24%,71,0,0,2,0,7,7,6,7
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel,59,0,45,14,5,0,1,2,0.31%,37,2,1,10,0,13,4,2,4
OpenMM::OpenCLParallelCalcCMAPTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomCompoundBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomExternalForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomExternalForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomHbondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomHbondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcCustomTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel,190,7,151,33,15,0,4,10,0.22%,58,2,1,14,0,17,7,9,7
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::BeginComputationTask,21,1,19,1,5,0,1,2,0.05%,0,1,1,5,0,4,2,7,2
OpenMM::OpenCLParallelCalcForcesAndEnergyKernel::FinishComputationTask,33,1,31,1,10,0,2,4,0.03%,0,1,1,7,0,4,2,9,2
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicAngleForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcHarmonicBondForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcNonbondedForceKernel,72,0,50,22,4,0,1,2,0.44%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcNonbondedForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,7,2
OpenMM::OpenCLParallelCalcPeriodicTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcPeriodicTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParallelCalcRBTorsionForceKernel,70,0,50,20,4,0,1,2,0.40%,40,2,1,10,0,15,5,2,5
OpenMM::OpenCLParallelCalcRBTorsionForceKernel::Task,15,0,15,0,3,0,1,1,0.00%,0,1,1,2,0,4,2,5,2
OpenMM::OpenCLParameterSet,224,0,182,42,18,0,5,15,0.23%,63,0,0,7,0,12,12,6,12
OpenMM::OpenCLPlatform,207,1,188,18,7,0,1,6,0.10%,0,1,1,38,0,52,8,0,14
OpenMM::OpenCLPlatform::PlatformData,70,1,69,0,13,0,3,9,0.00%,72,0,0,7,0,4,4,10,4
OpenMM::OpenCLRemoveCMMotionKernel,53,0,42,11,7,0,1,3,0.26%,35,2,1,11,0,13,4,5,4
OpenMM::OpenCLRpmdKernelFactory,10,0,10,0,6,0,2,2,0.00%,0,1,1,8,0,3,1,0,1
OpenMM::OpenCLSort,193,15,133,45,42,3,6,9,0.34%,22,0,0,7,0,3,3,18,3
OpenMM::OpenCLSort::SortTrait,37,0,13,24,2,0,1,1,1.85%,0,0,0,0,3,9,9,0,9
OpenMM::OpenCLUpdateStateDataKernel,334,0,270,64,19,0,3,10,0.24%,40,2,1,14,0,39,20,1,20
OpenMM::OpenCLVirtualSitesKernel,24,0,14,10,2,0,1,1,0.71%,33,2,1,5,0,12,3,1,3
OpenMM::OpenMMException,12,0,12,0,2,0,1,1,0.00%,33,1,1,0,0,4,3,1,3
OpenMM::OutOfPlaneSite,45,0,26,19,4,0,1,1,0.73%,50,1,1,0,0,10,4,3,4
OpenMM::PeriodicTorsionForce,112,0,61,51,5,0,1,2,0.84%,42,1,1,4,0,14,7,1,7
OpenMM::PeriodicTorsionForce::PeriodicTorsionInfo,13,0,13,0,4,0,1,1,0.00%,0,0,0,0,0,2,2,7,2
OpenMM::PeriodicTorsionForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,8,0,17,9,2,9
OpenMM::PeriodicTorsionForceProxy,37,0,37,0,10,0,2,4,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::Platform,331,0,160,140,6,0,1,6,0.88%,93,0,0,7,2,38,28,3,38
OpenMM::RBTorsionForce,132,0,72,60,5,0,1,2,0.83%,42,1,1,4,0,14,7,1,7
OpenMM::RBTorsionForce::RBTorsionInfo,18,0,18,0,6,0,1,1,0.00%,0,0,0,0,0,2,2,5,2
OpenMM::RBTorsionForceImpl,42,0,41,2,3,0,1,2,0.05%,50,1,1,8,0,17,9,2,9
OpenMM::RBTorsionForceProxy,38,0,38,0,10,0,2,4,0.00%,0,1,1,3,0,13,3,0,3
OpenMM::RealVec,120,14,85,21,4,0,1,1,0.25%,38,0,0,1,0,18,18,1,18
OpenMM::ReferenceApplyAndersenThermostatKernel,43,0,32,11,5,0,1,2,0.34%,33,2,1,9,0,13,4,3,4
OpenMM::ReferenceApplyConstraintsKernel,81,0,64,17,9,0,2,3,0.27%,37,2,1,8,0,15,5,7,5
OpenMM::ReferenceApplyMonteCarloBarostatKernel,52,0,28,24,3,0,1,2,0.86%,19,2,1,6,0,15,5,1,5
OpenMM::ReferenceCalcAmoebaAngleForceKernel,88,4,63,21,9,0,1,4,0.33%,50,2,1,7,0,15,5,11,5
OpenMM::ReferenceCalcAmoebaBondForceKernel,86,5,60,21,9,0,1,4,0.35%,50,2,1,7,0,15,5,8,5
OpenMM::ReferenceCalcAmoebaGeneralizedKirkwoodForceKernel,235,26,121,88,6,0,1,7,0.73%,88,2,1,7,0,29,19,12,19
OpenMM::ReferenceCalcAmoebaInPlaneAngleForceKernel,91,4,66,21,10,0,1,4,0.32%,50,2,1,7,0,15,5,12,5
OpenMM::ReferenceCalcAmoebaMultipoleForceKernel,364,56,250,58,34,1,3,8,0.23%,53,2,1,16,0,20,8,21,8
OpenMM::ReferenceCalcAmoebaOutOfPlaneBendForceKernel,94,6,67,21,10,0,1,4,0.31%,50,2,1,7,0,15,5,11,5
OpenMM::ReferenceCalcAmoebaPiTorsionForceKernel,85,4,60,21,9,0,1,4,0.35%,44,2,1,7,0,15,5,9,5
OpenMM::ReferenceCalcAmoebaStretchBendForceKernel,85,3,61,21,9,0,1,4,0.34%,44,2,1,7,0,15,5,9,5
OpenMM::ReferenceCalcAmoebaTorsionTorsionForceKernel,106,14,75,17,17,0,3,9,0.23%,54,2,1,7,0,13,4,11,4
OpenMM::ReferenceCalcAmoebaVdwForceKernel,137,11,104,22,18,0,3,5,0.21%,47,2,1,10,0,15,5,14,5
OpenMM::ReferenceCalcAmoebaWcaDispersionForceKernel,96,9,65,22,10,0,1,3,0.34%,55,2,1,8,0,15,5,13,5
OpenMM::ReferenceCalcCMAPTorsionForceKernel,58,0,44,14,11,0,2,5,0.32%,33,2,1,7,0,12,3,3,3
OpenMM::ReferenceCalcCustomAngleForceKernel,97,6,68,23,12,0,3,5,0.34%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcCustomBondForceKernel,96,6,67,23,12,0,3,5,0.34%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcCustomCompoundBondForceKernel,113,10,78,25,16,1,3,7,0.32%,36,2,1,11,0,15,5,5,5
OpenMM::ReferenceCalcCustomExternalForceKernel,95,6,66,23,12,0,3,5,0.35%,40,2,1,10,0,15,5,9,5
OpenMM::ReferenceCalcCustomGBForceKernel,197,14,156,27,30,1,6,20,0.17%,56,2,1,13,0,15,5,18,5
OpenMM::ReferenceCalcCustomHbondForceKernel,165,12,127,26,26,1,5,12,0.20%,46,2,1,12,0,15,5,10,5
OpenMM::ReferenceCalcCustomNonbondedForceKernel,193,20,143,30,30,2,6,11,0.21%,48,2,1,15,0,15,5,18,5
OpenMM::ReferenceCalcCustomTorsionForceKernel,98,6,69,23,13,0,3,5,0.33%,37,2,1,11,0,15,5,7,5
OpenMM::ReferenceCalcDrudeForceKernel,163,14,122,27,33,1,5,10,0.22%,0,2,1,7,0,14,4,12,4
OpenMM::ReferenceCalcForcesAndEnergyKernel,58,0,32,27,6,0,1,3,0.84%,50,2,1,5,0,14,4,1,4
OpenMM::ReferenceCalcGBSAOBCForceKernel,89,2,66,21,11,0,2,3,0.32%,40,2,1,10,0,15,5,3,5
OpenMM::ReferenceCalcGBVIForceKernel,87,10,62,15,15,0,2,4,0.24%,41,2,1,8,0,13,4,3,4
OpenMM::ReferenceCalcHarmonicAngleForceKernel,77,2,54,21,9,0,2,4,0.39%,19,2,1,7,0,15,5,3,5
OpenMM::ReferenceCalcHarmonicBondForceKernel,78,2,55,21,9,0,2,4,0.38%,19,2,1,7,0,15,5,3,5
OpenMM::ReferenceCalcNonbondedForceKernel,192,8,159,25,30,0,6,11,0.16%,44,2,1,12,0,15,5,16,5
OpenMM::ReferenceCalcPeriodicTorsionForceKernel,80,2,57,21,9,0,2,4,0.37%,19,2,1,7,0,15,5,3,5
OpenMM::ReferenceCalcRBTorsionForceKernel,86,2,63,21,11,0,2,4,0.33%,19,2,1,7,0,15,5,3,5
OpenMM::ReferenceDrudeKernelFactory,14,0,14,0,10,0,4,4,0.00%,0,1,1,11,0,3,1,0,1
OpenMM::ReferenceIntegrateBrownianStepKernel,92,1,72,19,12,0,2,3,0.26%,57,2,1,12,0,15,5,8,5
OpenMM::ReferenceIntegrateCustomStepKernel,165,12,95,58,10,0,2,4,0.61%,73,2,1,12,0,27,13,7,13
OpenMM::ReferenceIntegrateDrudeLangevinStepKernel,163,14,123,26,25,1,4,11,0.21%,34,2,1,13,0,15,5,7,5
OpenMM::ReferenceIntegrateDrudeSCFStepKernel,156,18,109,29,20,1,3,8,0.27%,44,2,1,14,0,16,6,6,6
OpenMM::ReferenceIntegrateLangevinStepKernel,93,1,73,19,12,0,2,4,0.26%,57,2,1,12,0,15,5,8,5
OpenMM::ReferenceIntegrateRPMDStepKernel,367,40,277,52,35,2,7,32,0.19%,63,2,1,13,0,24,11,9,11
OpenMM::ReferenceIntegrateVariableLangevinStepKernel,95,1,73,22,12,0,2,5,0.30%,57,2,1,12,0,15,5,8,5
OpenMM::ReferenceIntegrateVariableVerletStepKernel,89,1,67,22,11,0,2,4,0.33%,50,2,1,11,0,15,5,6,5
OpenMM::ReferenceIntegrateVerletStepKernel,83,1,63,19,10,0,2,3,0.30%,50,2,1,11,0,15,5,6,5
OpenMM::ReferenceKernelFactory,68,0,68,0,64,0,31,31,0.00%,0,1,1,63,0,3,1,0,1
OpenMM::ReferencePlatform,81,0,81,0,8,0,1,1,0.00%,0,1,1,34,0,45,7,0,7
OpenMM::ReferencePlatform::PlatformData,23,0,23,0,6,0,1,1,0.00%,21,0,0,1,0,2,2,7,2
OpenMM::ReferenceRemoveCMMotionKernel,57,4,40,13,12,0,2,5,0.33%,33,2,1,6,0,12,3,3,3
OpenMM::ReferenceRpmdKernelFactory,9,0,9,0,5,0,2,2,0.00%,0,1,1,6,0,3,1,0,1
OpenMM::ReferenceUpdateStateDataKernel,168,0,104,64,6,0,1,2,0.62%,66,2,1,9,0,34,15,1,15
OpenMM::ReferenceVirtualSitesKernel,23,0,13,10,2,0,1,1,0.77%,0,2,1,4,0,12,3,0,3
OpenMM::RemoveCMMotionKernel,21,0,10,11,2,0,1,1,1.10%,0,1,1,4,3,9,3,0,4
OpenMM::RPMDIntegrator,298,12,163,123,8,0,1,10,0.75%,82,1,1,12,0,34,22,10,22
OpenMM::SerializationNode,250,0,130,120,5,0,1,3,0.92%,71,0,0,4,0,21,21,3,21
OpenMM::SerializationProxy,86,0,45,41,3,0,1,2,0.91%,80,0,0,3,40,10,5,1,10
OpenMM::SplineFitter,197,21,125,51,29,2,4,6,0.41%,0,0,0,2,0,10,5,0,10
OpenMM::State,180,0,137,43,4,0,1,2,0.31%,74,0,0,4,0,17,17,9,17
OpenMM::State::StateBuilder,36,0,36,0,2,0,1,1,0.00%,0,0,0,4,0,8,8,1,8
OpenMM::StateProxy,168,2,154,12,54,4,9,18,0.08%,0,1,1,6,0,13,3,0,3
OpenMM::System,250,0,124,126,4,0,1,4,1.02%,78,0,0,5,0,19,19,5,19
OpenMM::System::ConstraintInfo,12,0,12,0,3,0,1,1,0.00%,0,0,0,0,0,2,2,3,2
OpenMM::SystemProxy,88,0,88,0,27,0,6,10,0.00%,0,1,1,8,0,13,3,0,3
OpenMM::ThreeParticleAverageSite,41,0,24,17,8,0,2,4,0.71%,0,1,1,1,0,8,2,3,2
OpenMM::TwoParticleAverageSite,36,0,21,15,7,0,2,3,0.71%,0,1,1,1,0,8,2,2,2
OpenMM::UpdateStateDataKernel,85,0,20,65,2,0,1,1,3.25%,0,1,1,5,3,19,13,0,14
OpenMM::ValidateOpenMM,1088,219,518,233,33,3,3,19,0.45%,94,0,0,26,1,24,23,2,24
OpenMM::ValidateOpenMMForces,576,119,293,139,26,2,3,14,0.47%,81,1,1,10,0,40,16,5,16
OpenMM::VariableLangevinIntegrator,153,0,79,74,4,0,1,2,0.94%,81,1,1,7,0,27,15,5,15
OpenMM::VariableLangevinIntegratorProxy,30,1,29,0,8,0,1,2,0.00%,0,1,1,4,0,13,3,0,3
OpenMM::VariableVerletIntegrator,95,0,56,39,4,0,1,2,0.70%,50,1,1,7,0,21,9,2,9
OpenMM::VariableVerletIntegratorProxy,24,1,23,0,6,0,1,2,0.00%,0,1,1,4,0,13,3,0,3
OpenMM::Vec3,114,16,83,15,4,0,1,1,0.18%,38,0,0,0,0,18,18,1,18
OpenMM::VerletIntegrator,67,0,42,25,5,0,1,2,0.60%,16,1,1,6,0,18,6,1,6
OpenMM::VerletIntegratorProxy,22,1,21,0,5,0,1,2,0.00%,0,1,1,4,0,13,3,0,3
OpenMM::VirtualSite,31,0,22,9,2,0,1,1,0.41%,50,0,0,1,3,6,6,1,6
OpenMM::VirtualSitesKernel,20,0,10,10,2,0,1,1,1.00%,0,1,1,3,3,9,3,0,4
OpenMM::VoxelHash,120,14,102,6,26,1,4,13,0.06%,36,0,0,4,0,4,4,9,4
OpenMM::VoxelIndex,19,2,16,1,4,0,3,6,0.06%,0,0,0,0,0,2,2,3,2
OpenMM::XmlSerializer,72,0,59,13,8,0,1,3,0.22%,0,0,0,11,0,6,0,0,6
OpenMM_SFMT::SFMTData,29,0,18,7,11,0,1,1,0.39%,16,0,0,1,0,1,1,6,1
PositionGenerator,502,81,295,126,17,0,3,8,0.43%,78,0,0,5,0,17,17,10,17
ptw32_exception,1,0,1,0,0,0,0,0,0.00%,0,0,0,0,2,0,0,0,0
ptw32_exception_cancel,1,0,1,0,0,0,0,0,0.00%,0,1,1,0,0,0,0,0,0
ptw32_exception_exit,1,0,1,0,0,0,0,0,0.00%,0,1,1,0,0,0,0,0,0
RealOpenMM4,58,6,43,9,4,0,1,1,0.21%,25,0,0,0,0,8,8,1,8
ReferenceAndersenThermostat,63,13,27,23,8,0,2,4,0.85%,0,0,0,3,0,3,3,0,3
ReferenceAngleBondIxn,172,44,81,47,29,3,2,6,0.58%,0,1,1,4,0,10,4,0,4
ReferenceBondForce,83,24,26,33,13,3,1,2,1.27%,0,1,1,3,0,9,3,0,3
ReferenceBondIxn,276,63,99,89,30,4,2,5,0.90%,0,0,0,4,11,6,6,0,6
ReferenceBrownianDynamics,157,39,71,47,25,3,3,11,0.66%,50,1,1,7,0,15,4,3,4
ReferenceCCMAAlgorithm,542,97,318,128,34,3,4,23,0.40%,74,1,1,6,0,16,11,11,11
ReferenceCCMAAlgorithm::AngleInfo,10,0,10,0,4,0,1,1,0.00%,0,0,0,0,0,1,1,4,1
ReferenceCMAPTorsionIxn,182,27,118,37,30,1,2,5,0.31%,41,1,1,3,0,10,4,3,4
ReferenceConstraint,41,15,10,16,9,3,1,1,1.60%,0,0,0,0,1,2,2,0,2
ReferenceConstraintAlgorithm,55,9,10,36,1,0,1,1,3.60%,0,0,0,1,3,5,5,0,5
ReferenceCustomAngleIxn,136,32,72,32,30,3,3,9,0.44%,60,1,1,4,0,11,5,4,5
ReferenceCustomBondIxn,106,28,49,29,20,2,2,4,0.59%,60,1,1,3,0,11,5,4,5
ReferenceCustomCompoundBondIxn,299,35,218,46,24,1,4,16,0.21%,67,1,1,6,0,13,6,7,7
ReferenceCustomCompoundBondIxn::AngleTermInfo,11,0,11,0,3,0,1,1,0.00%,28,0,0,2,0,1,1,7,1
ReferenceCustomCompoundBondIxn::DihedralTermInfo,14,0,14,0,3,0,1,1,0.00%,45,0,0,2,0,1,1,11,1
ReferenceCustomCompoundBondIxn::DistanceTermInfo,10,0,10,0,3,0,1,1,0.00%,19,0,0,2,0,1,1,5,1
ReferenceCustomCompoundBondIxn::ParticleTermInfo,9,0,9,0,3,0,1,1,0.00%,0,0,0,1,0,1,1,4,1
ReferenceCustomDynamics,332,24,255,53,41,1,10,47,0.21%,78,1,1,15,0,19,8,16,8
ReferenceCustomExternalIxn,92,22,42,28,15,2,1,3,0.67%,60,0,0,2,0,5,5,6,5
ReferenceCustomGBIxn,618,64,375,179,27,1,5,10,0.48%,68,0,0,5,0,13,13,17,13
ReferenceCustomHbondIxn,358,47,237,74,20,1,3,16,0.31%,73,1,1,7,0,16,9,12,10
ReferenceCustomHbondIxn::AngleTermInfo,11,0,11,0,3,0,1,1,0.00%,28,0,0,2,0,1,1,7,1
ReferenceCustomHbondIxn::DihedralTermInfo,14,0,14,0,3,0,1,1,0.00%,45,0,0,2,0,1,1,11,1
ReferenceCustomHbondIxn::DistanceTermInfo,10,0,10,0,3,0,1,1,0.00%,19,0,0,2,0,1,1,5,1
ReferenceCustomNonbondedIxn,292,48,157,89,21,2,4,15,0.57%,68,0,0,6,0,8,8,12,8
ReferenceCustomTorsionIxn,154,43,76,35,36,4,2,5,0.46%,60,1,1,3,0,11,5,4,5
ReferenceDynamics,255,75,68,112,11,3,1,2,1.65%,74,0,0,4,6,11,11,6,11
ReferenceForce,151,39,52,60,11,2,1,1,1.15%,69,0,0,1,1,6,2,0,6
ReferenceHarmonicBondIxn,104,32,40,32,21,3,1,3,0.80%,0,1,1,3,0,9,3,0,3
ReferenceLincsAlgorithm,309,56,159,94,20,2,3,9,0.59%,56,1,1,4,0,14,9,12,9
ReferenceLJCoulomb14,112,33,46,33,25,4,1,3,0.72%,0,1,1,3,0,9,3,0,3
ReferenceLJCoulombIxn,611,122,355,134,44,3,7,45,0.38%,72,0,0,7,0,10,10,16,10
ReferenceMonteCarloBarostat,110,19,59,32,15,1,2,6,0.54%,64,0,0,2,0,7,7,2,7
ReferencePairIxn,61,17,14,30,9,3,1,1,2.14%,0,0,0,1,0,3,3,0,3
ReferenceProperDihedralBond,160,47,75,38,39,5,2,4,0.51%,0,1,1,3,0,9,3,0,3
ReferenceRbDihedralBond,175,50,87,38,45,5,2,6,0.44%,0,1,1,3,0,9,3,0,3
ReferenceShakeAlgorithm,399,92,188,119,26,3,2,14,0.63%,69,1,1,6,0,15,10,10,10
ReferenceShakeConstraint,176,52,51,73,13,3,1,2,1.43%,61,1,1,0,0,9,7,3,7
ReferenceStochasticDynamics,235,59,96,80,24,4,3,8,0.83%,66,1,1,7,0,17,6,3,6
ReferenceTabulatedFunction,31,0,31,0,5,0,1,2,0.00%,28,1,1,1,0,10,5,5,5
ReferenceVariableStochasticDynamics,284,66,122,98,21,3,3,12,0.80%,71,1,1,7,0,19,8,4,8
ReferenceVariableVerletDynamics,152,28,79,48,17,2,4,16,0.61%,53,1,1,5,0,16,5,3,5
